,0
4757,NSUN4
4758,CERS6
4759,RPL18
4760,TAF11
4761,CAMKK2
4762,GRAMD4
4763,PRPF6
4764,ZC3H3
4765,DCUN1D4
4766,TLL2
4767,ATP6V0A2
4768,LOC728739
4769,EPS15
4770,KCNN3
4771,LRP1
4772,STRN
4773,EXPH5
4774,EPN2
4775,SERPING1
4776,BLM
4777,STAG3
4778,RNF24
4779,DDTL
4780,GNPAT
4781,BABAM1
4782,CTDNEP1
4783,PPWD1
4784,MKRN2
4785,LAT2
4786,ZDHHC17
4787,NUDCD3
4788,CNTNAP2-1
4789,SMARCAL1
4790,C16orf72
4791,TRPS1
4792,HK1
4793,PEA15
4794,CRYZL1
4795,CCDC101
4796,CTU1
4797,MRAP2
4798,PFDN5
4799,MARS2
4800,SP140L
4801,PACS1
4802,MBTPS2
4803,GSTZ1
4804,G6PC3
4805,ATP8B3
4806,MTG1
4807,PKDCC
4808,AFAP1L1
4809,DHX16-2
4810,C9orf69
4811,ZNF74
4812,TAOK2
4813,PRKCZ
4814,PRMT2
4815,C19orf71
4816,PTTG2
4817,RBBP9
4818,TFF2
4819,ITGA3
4820,MAP3K1
4821,TOB1
4822,NAMPT
4823,ZFP36L2
4824,CD96
4825,ARL4C
4826,ACTR1A
4827,RAD50
4828,YY2
4829,CEP85L
4830,NGFRAP1
4831,WDR78
4832,METTL21B
4833,GABRA5
4834,NEK6
4835,ZBTB42
4836,MCTS1
4837,NFIA
4838,GAREML
4839,POGLUT1
4840,LINC00470
4841,DHRS4-AS1
4842,LINC00339
4843,CRYBB2P1
4844,LINC00842
4845,PIGA
4846,SCML2
4847,KLHL22
4848,IKBKB
4849,TP73-AS1
4850,IL17RC
4851,ANK3
4852,CSPP1
4853,SPPL3
4854,HIGD2A
4855,C7orf31
4856,CMBL
4857,MBOAT2
4858,MITD1
4859,CPNE4
4860,CCDC59
4861,NDUFAF4
4862,ACSS2
4863,PXN-AS1
4864,FAM219A
4865,PDE2A
4866,CAND1
4867,CSDE1
4868,BZW1
4869,ZNF783
4870,DENND4B
4871,IMPA1
4872,IL32
4873,ZMYM4
4874,HSD17B10
4875,EXOG
4876,MED14
4877,SUCLA2
4878,XYLB
4879,IMPAD1
4880,NHP2
4881,RNF125
4882,ANK1
4883,RNMTL1
4884,TRMT10C
4885,WRAP73
4886,RHEBL1
4887,LYRM2
4888,TMEM67
4889,WASH2P
4890,LOH12CR2
4891,HCG18
4892,POLR2K
4893,EXOSC9
4894,GPR19
4895,CAPZA2
4896,CAPZA1
4897,DDX1
4898,PRCP
4899,CTNS
4900,MAN2A2
4901,SEC24B
4902,PPARA
4903,POLRMT
4904,NUDT5
4905,CENPJ
4906,CASC1
4907,CERS1
4908,ZSCAN21
4909,CKMT2-AS1
4910,LINC00460
4911,STXBP5-AS1
4912,TRAF3IP2-AS1
4913,LOC257396
4914,RNF144A-AS1
4915,LINC01260
4916,LOC648987
4917,LOC100507053
4918,SCP2
4919,CEBPZOS
4920,USP3-AS1
4921,THAP9-AS1
4922,LOC728730
4923,RSRC2
4924,SCN4B
4925,DHX37
4926,DEF8
4927,IDI2-AS1
4928,LOC100130331
4929,BAZ1A
4930,LOC285484
4931,SSU72
4932,CNIH4
4933,RNGTT
4934,MAGEA6
4935,MAGEA3
4936,PPP1R18-3
4937,HSPA12B
4938,ZFP82
4939,KIAA1958
4940,TTC14
4941,UBQLN1
4942,ZFP90
4943,PROS1
4944,PRNP
4945,PPOX
4946,SLC2A1
4947,IPO7
4948,CALCOCO1
4949,RBM41
4950,CPD
4951,PSMA5
4952,RDH5
4953,PTPRN
4954,ST20
4955,PPP2R5A
4956,LOC100294145-1
4957,PSMB8-AS1
4958,LOC646903
4959,LPP-AS2
4960,AAAS
4961,RERG
4962,DHRS9
4963,ACSBG2
4964,BLACAT1
4965,PARVG
4966,DYNC1H1
4967,ASPH
4968,GFM1
4969,ZNF34
4970,SEC22C
4971,CECR5
4972,C17orf89
4973,UGDH
4974,TM4SF1
4975,IMPA2
4976,SLC25A13
4977,GLTSCR1L
4978,TMEM131
4979,ZSCAN20
4980,FANK1
4981,MRPL57
4982,EDARADD
4983,AKR1A1
4984,CNTD1
4985,NTAN1-1
4986,GLS
4987,YOD1
4988,NOL3
4989,PPT1
4990,RPL29
4991,RPL28
4992,PAFAH1B1
4993,PKD2
4994,HOXC5
4995,EXOC6
4996,AGBL5
4997,TMEM9B
4998,PNPO
4999,TMPRSS5
5000,DKC1
5001,LTA4H
5002,ATP5EP2
5003,PAN3-AS1
5004,BCL2L11
5005,MPP2
5006,SERPINH1
5007,EEF1D
5008,ZNF444
5009,TTLL4
5010,HOXD9
5011,SC5D
5012,PPP1R8
5013,ATAD2
5014,PTPRA
5015,BANP
5016,EHD4
5017,PDIA3P1
5018,SLC7A5P2
5019,UQCRBP1
5020,ISM1
5021,NFKBID
5022,NOL6
5023,MAPK1
5024,ADAMTS16
5025,NAP1L1
5026,SIRPA
5027,ALKBH3
5028,DPH3P1
5029,ROMO1
5030,NEURL2
5031,NUS1
5032,SSC4D
5033,TMEM51
5034,ZZZ3
5035,MED9
5036,STX17
5037,PSMD10
5038,RFC1
5039,PSMD3
5040,ANKMY1
5041,NUP153
5042,EXOSC2
5043,CDV3
5044,PDIA6
5045,TINF2
5046,TIMM8B
5047,RAB21
5048,TIMM13
5049,SMC5
5050,APPL1
5051,SSBP2
5052,RAD54L2
5053,SF3B1
5054,SEMA3E
5055,SLC7A6OS
5056,PHAX
5057,KRT34-2
5058,TCTN1
5059,PARP8
5060,USP42
5061,KIAA1598
5062,N4BP2L2
5063,CCBL1
5064,SCML1
5065,SYPL1
5066,SURF6
5067,SLC20A2
5068,RBP4
5069,RBM3
5070,SRD5A1
5071,HADHB
5072,HADHA
5073,ARHGAP10
5074,XK
5075,PANK3
5076,SH2B2
5077,CHMP6
5078,KAT2A
5079,ANK2
5080,CCDC121
5081,CLSTN1
5082,FAM184A
5083,SMIM2-AS1
5084,CCDC91
5085,ZNF383
5086,TSTD2
5087,SDCBP2-AS1
5088,SLC44A1
5089,DHRS4
5090,FOLR1
5091,NME8
5092,EIF2AK2
5093,JMJD6
5094,ZNF407
5095,TARBP2
5096,COL6A3
5097,MARCH4
5098,ZNF471
5099,WDSUB1
5100,NFYC
5101,ACBD5
5102,MAP4K4
5103,TRIM41
5104,SHANK3
5105,PTPN11
5106,MYO18A
5107,CHRNA3
5108,DLEU2
5109,CERK
5110,SNORD52
5111,TMEM33
5112,ARHGEF10L
5113,HSPA12A
5114,CSNK1D
5115,TGIF2LX
5116,HLTF
5117,POTEH
5118,DGCR14
5119,NUCKS1
5120,SMAP2
5121,SNORA32
5122,LPXN
5123,CWC22
5124,LOC650226
5125,NAP1L6
5126,RN7SL2
5127,FAM45B
5128,MIR31HG
5129,LINC00467
5130,XPC
5131,COX7A2
5132,LOC283335
5133,PSMA3-AS1
5134,DIAPH3-AS1
5135,CWF19L1
5136,PRMT6
5137,ASPM
5138,FAM135A
5139,KIAA0196
5140,CEP83
5141,KIAA1467
5142,ELP2
5143,TMTC1
5144,IQSEC2
5145,RFK
5146,PGGT1B
5147,MTL5
5148,SEC24C
5149,PCYT1A
5150,OXA1L
5151,GPR63
5152,CAPN2
5153,SLC47A1
5154,AGK
5155,ERO1LB
5156,KIAA1522
5157,CHST14
5158,UBAP1
5159,TESC
5160,SLC38A6
5161,KYNU
5162,FHL2
5163,PDGFB
5164,RPAP2
5165,ATP13A3
5166,KIAA1407
5167,UNC79-1
5168,PHLPP2
5169,TMPRSS6
5170,C16orf58
5171,B4GALT2
5172,MATN2
5173,SMYD3
5174,SMURF2
5175,WDR59
5176,TMEM177
5177,LIMD2
5178,THAP7
5179,SPX
5180,ITIH5
5181,PRR7
5182,TMEM121
5183,ACBD3
5184,THUMPD2
5185,PRR3-1
5186,LY6G5C-6
5187,LSG1
5188,SUPT4H1
5189,KCNH2
5190,ALDH3B1
5191,CENPK
5192,EPB41L4A
5193,SAR1A
5194,ELTD1
5195,GEN1
5196,DUS1L
5197,TMBIM1
5198,GRIPAP1
5199,MAGEF1
5200,FGF14-AS2
5201,ILF3
5202,CDCA4
5203,RNF152
5204,LAMTOR1
5205,LOC494127
5206,TDP1
5207,C10orf2
5208,CLK1
5209,HN1L
5210,TMEM55B
5211,ZNF700
5212,SLC39A3
5213,UBE3B
5214,SBNO2
5215,SLC8A2
5216,TMEM91
5217,LTBP4
5218,C3orf58
5219,NR4A1
5220,CCDC171
5221,ZNF584
5222,ORAOV1
5223,DZIP1L
5224,PLBD2
5225,PER3
5226,FURIN
5227,CDK2AP1
5228,HRK
5229,HAUS7
5230,CFAP221
5231,TM7SF2
5232,LIPE-AS1
5233,LOC729218
5234,UBE2W
5235,ANKFY1
5236,SERPINB1
5237,WDR72
5238,GCDH
5239,KTN1
5240,LOC101928767
5241,PAIP2
5242,JKAMP
5243,UBXN6
5244,TCEAL3
5245,MKRN1
5246,PDGFA
5247,PBX4
5248,NFATC1
5249,RPPH1
5250,RNF214
5251,CERKL
5252,POTEF
5253,SLC35E2B
5254,TBC1D14
5255,CRISPLD1
5256,APH1B
5257,C2orf43
5258,CENPE
5259,HIF1A
5260,GPANK1
5261,TAF1A
5262,DESI2
5263,PSMD1
5264,TMEM99
5265,TNPO3
5266,NDUFAF7
5267,ASRGL1
5268,TLE1
5269,KCNK1
5270,FLII
5271,POLR2G
5272,HMMR
5273,CCNT1
5274,RUNX2
5275,UBXN8
5276,SLC25A14
5277,CORIN
5278,C11orf54
5279,OSBP2
5280,RBM7
5281,SV2A
5282,WDR83OS
5283,HSD17B12
5284,INSIG2
5285,CHCHD2
5286,CPQ
5287,RRNAD1
5288,AZIN1
5289,COPG1
5290,HSPB11
5291,RNFT1
5292,PSTPIP2
5293,MAGEE1
5294,RPL36A-1
5295,ZNF14
5296,AP5S1
5297,SLC46A2
5298,CDYL
5299,TYMP
5300,CYP26B1
5301,AOC3
5302,FBXO7
5303,DLL3
5304,MYBL2
5305,RWDD3
5306,RFX5
5307,IL1A
5308,PLEC
5309,EPHA5
5310,TSLP
5311,TMEM241
5312,PCDH8
5313,ZNF285
5314,SFRP1
5315,PSMA4
5316,CTNNA1
5317,FRMD8P1
5318,PIGP
5319,KRT18P55
5320,DNAJC7
5321,PARD6G-AS1
5322,LOC100133331
5323,LINC00882
5324,LINC00883
5325,TCL6
5326,LOC100288778
5327,LINC00936
5328,CALHM2
5329,LPAL2
5330,NBEAP1
5331,DMTF1
5332,FAM83H-AS1
5333,UBQLN4
5334,LINC00921
5335,MCF2L-AS1
5336,LOC284344
5337,POTEKP
5338,HTATSF1P2
5339,LOC440600
5340,MLK7-AS1
5341,NDUFA6-AS1-1
5342,LINC00944
5343,FLJ20021
5344,ORC2
5345,ZDHHC8
5346,C19orf12
5347,ARHGAP5-AS1
5348,LARGE
5349,CNKSR1
5350,ROBO1
5351,LACE1
5352,RASGEF1A
5353,DGKA
5354,GPD2
5355,CYB5R3
5356,PSMB10
5357,REV3L
5358,IGBP1P1
5359,BCAP31
5360,RCHY1
5361,ZNF488
5362,OSBPL9
5363,BOD1L1
5364,SVIP
5365,WBSCR16
5366,RPP25L
5367,SLC25A21-AS1
5368,DMXL2
5369,BNC2
5370,AGO4
5371,MKNK2
5372,RDH11
5373,UBR2
5374,KLHDC4
5375,LOC100288846
5376,SEZ6L2
5377,WNK2
5378,APCDD1L-AS1
5379,ZNF28
5380,ZBED5-AS1
5381,LOC400655
5382,COMMD6
5383,ZNF236
5384,ATXN7
5385,FMN1
5386,MIB1
5387,C8orf33
5388,UBE2Z
5389,SLC39A8
5390,HIPK2
5391,PYCRL
5392,HACE1
5393,MPPE1
5394,ZNF649
5395,UBR4
5396,ZSWIM4
5397,ANKRA2
5398,CACNB2
5399,EPB41
5400,IL6ST
5401,COG6
5402,XPO5
5403,ARV1
5404,EFCAB6
5405,FRMD6-AS1
5406,RCAN2
5407,ANAPC13
5408,RHOBTB1
5409,AARS
5410,ERCC3
5411,FAM89B
5412,IGF1R
5413,IFNAR2
5414,CDK11A
5415,HOXB9
5416,COPB1
5417,LFNG
5418,ACIN1
5419,NUTM2G
5420,ARAF
5421,KDM5B
5422,NCOR1
5423,NES
5424,MAP3K2
5425,PSD4
5426,TIAM2
5427,KAT6A
5428,SLC13A4
5429,STEAP1
5430,RASGRP4
5431,ZNF671
5432,SMYD4
5433,KAT8
5434,SYDE2
5435,PWWP2A
5436,ZNRF3
5437,ATRIP
5438,PCGF6
5439,PCBD2
5440,RHPN1
5441,ZFP91
5442,LOC101928295
5443,NXNL2
5444,MOB3C
5445,METTL21A
5446,ZNF688
5447,RAB30
5448,CLN3
5449,ZNRD1-7
5450,HERC1
5451,ZKSCAN8
5452,POLD2
5453,OTUB1
5454,CCDC132
5455,HSDL2
5456,PSMG3
5457,CLIP4
5458,PPME1
5459,BLOC1S2
5460,HSPH1
5461,SRCAP
5462,TUBGCP2
5463,CLPX
5464,FRS2
5465,FRS3
5466,NRSN2
5467,OBFC1
5468,RNF123
5469,NAP1L2
5470,TOE1
5471,TEAD1
5472,GRIK2
5473,TRIM52
5474,ZNF496
5475,ABHD14B
5476,PANK2
5477,SLC8B1
5478,CTC1
5479,ATHL1
5480,PLCD4
5481,AGPAT9
5482,PYROXD2
5483,SUV420H2
5484,USP36
5485,CYHR1
5486,RAP1GAP2
5487,COG5
5488,GXYLT2
5489,GPATCH8
5490,SNHG3
5491,MRPS14
5492,LOC145474
5493,DISC1
5494,MUC12
5495,C6orf132
5496,SGOL2
5497,FLT1
5498,TLCD2
5499,LOC100303749
5500,IFT27
5501,MPDU1
5502,COL9A2
5503,ATP5O
5504,PSAT1
5505,TWIST2
5506,PEX16
5507,PPP1R7
5508,A1BG-AS1
5509,RAB23
5510,GS1-259H13.2
5511,SLAMF7
5512,MORC3
5513,SHANK2
5514,LOC101927257
5515,TTC23
5516,LOC101928796
5517,OSMR-AS1
5518,FAM133B
5519,LINC01271
5520,TMEM9
5521,LOC644919
5522,FAM96A
5523,LSAMP-AS1
5524,HMMR-AS1
5525,PLCG1-AS1
5526,NUP35
5527,RALY-AS1
5528,KCNA3
5529,TMEM168
5530,UPP1
5531,PRNCR1
5532,PCBP2-OT1
5533,CCDC7
5534,KIAA1191
5535,HSDL1
5536,MORF4L1
5537,SQSTM1
5538,ZNF571-AS1
5539,LINC00641
5540,CYP3A5
5541,MAPKAP1
5542,LRRC8A
5543,SDC1
5544,BLOC1S1
5545,MTHFS-1
5546,MYPN
5547,SMUG1
5548,ENGASE
5549,MCMDC2
5550,ALAS1
5551,SPATA6
5552,GPRASP2
5553,ZSCAN31
5554,FKBP7
5555,STAT6
5556,CCNDBP1
5557,HLA-DQB1
5558,RAB3B
5559,DUT
5560,E2F3
5561,RABIF
5562,TGFBR2
5563,TDG
5564,SLC22A4
5565,RYK
5566,TAGLN
5567,CLIP1
5568,GTF2F2
5569,GMFB
5570,SLC18A2
5571,UCP2
5572,FKBP1B
5573,SDCCAG8
5574,ZNF281
5575,WBP2
5576,WBP1
5577,ZNF234
5578,ELP5
5579,R3HDM1
5580,SKIV2L2
5581,SLC39A14
5582,IFFO2
5583,C4orf26
5584,C20orf197
5585,FKBP1A
5586,EPB41L3
5587,C10orf32
5588,HSD17B1
5589,HLCS
5590,KCNB1
5591,RPS6KA3
5592,LINC00341
5593,SNHG10
5594,FLG
5595,PTN
5596,PTMS
5597,FOXO1
5598,C5orf63
5599,SPAG9
5600,SLC9A8
5601,SLC22A17
5602,PTPN7
5603,CENPO
5604,TUBB4A
5605,AMPD2
5606,TTC7A
5607,LDLRAD4
5608,FPGT
5609,PLD2
5610,RIOK3
5611,UBR3
5612,ATG16L1
5613,SORCS2
5614,ZNF624
5615,POLR3B
5616,WRAP53
5617,KLHL42
5618,ZNF398
5619,SNX4
5620,NRAV
5621,LOC100506207
5622,RCN1
5623,AKAP9
5624,SCO1
5625,LINC00239
5626,ZNF446
5627,KPNB1
5628,LZTS3
5629,ZNF316
5630,SMDT1
5631,MFI2
5632,RASL10B
5633,CDC14A
5634,CCBE1
5635,MED25
5636,SBF2
5637,FBXO38
5638,RPL8
5639,SHISA3
5640,TBX18
5641,OOEP
5642,MEGF9
5643,GLMP
5644,RPA2
5645,ZBTB11
5646,TSPAN13
5647,TAF5L
5648,HEMK1
5649,TLX2
5650,ARNT2
5651,SPAST
5652,MMP17
5653,MLXIP
5654,AP5Z1
5655,COMMD10
5656,SHANK1
5657,GAB3
5658,U2SURP
5659,LOC728392
5660,MFAP3
5661,GPR155
5662,SPRYD7
5663,MYL9
5664,RNF180
5665,MRPL21
5666,HPS5
5667,ZBTB8OS
5668,EXOSC8
5669,KLHL21
5670,NRBP2
5671,MED22
5672,SAPCD2
5673,FERMT3
5674,CUX1
5675,ZGPAT
5676,TET1
5677,HIVEP3
5678,ZKSCAN3
5679,SUZ12P1
5680,LINC00226
5681,LINC00221
5682,GALNT2
5683,LINC00674
5684,BZW2
5685,LOC100128164
5686,HYMAI
5687,CDK10
5688,BCDIN3D-AS1
5689,FAM133CP
5690,MST1P2
5691,TOPORS-AS1
5692,LINC00668
5693,LOC100131564
5694,RNF170
5695,RRN3P3
5696,KLF6
5697,LINC00894
5698,C15orf40
5699,FAM186B
5700,PARGP1
5701,LOC100289511
5702,HCFC1
5703,POMGNT2
5704,CCDC92
5705,BAG5
5706,GOSR1
5707,TM2D3
5708,NEIL1
5709,MPP5
5710,VPS4B
5711,TMEM87B
5712,C9orf3
5713,POLR2E
5714,PAXIP1-AS1
5715,TEF
5716,TEAD4
5717,ZNF718
5718,NSF
5719,ATG13
5720,MAP4
5721,PLK4
5722,YME1L1
5723,POLA1
5724,SIX2
5725,PPARGC1B
5726,NAT6
5727,MYH2
5728,PPP1R14B
5729,CBX4
5730,CHST1
5731,DGKD
5732,DGKE
5733,HAT1
5734,IL1RAPL1
5735,EML4
5736,C1R
5737,ZNF184
5738,OVOL2
5739,C1orf43
5740,NXT2
5741,ZNF77
5742,DHTKD1
5743,ABHD17C
5744,ZBED5
5745,TRAPPC1
5746,ATXN7L3
5747,CTDSP1
5748,LARS
5749,KMT2E
5750,SRPRB
5751,TP53INP2
5752,HOXD11
5753,CADM3
5754,CAMK2N1
5755,CATSPERG
5756,CYP2R1
5757,FYCO1
5758,LRRC2
5759,VCAN
5760,WBSCR22
5761,CTSA
5762,EMR2
5763,MNT
5764,CDKAL1
5765,CCNL1
5766,CASP2
5767,RFX2
5768,HPCAL4
5769,NAGPA
5770,BIRC6
5771,HJURP
5772,SPPL2B
5773,AKAP11
5774,MAN1B1
5775,GPRC5B
5776,NLK
5777,CYB5R4
5778,SUCO
5779,COPRS
5780,ADAP2
5781,TCP11L1
5782,ZGRF1
5783,SNX9
5784,TRIP4
5785,DBR1
5786,EGFL7
5787,SEC31A
5788,VPS28
5789,RBM19
5790,OTUD7B
5791,AMOTL2
5792,FGF5
5793,REL
5794,ZNF33B
5795,ZNF10
5796,ETHE1
5797,TRAM1
5798,HDAC7
5799,IL4R
5800,MDM4
5801,CUL4A
5802,MFAP2
5803,TXNL4A
5804,ENSA
5805,FMNL3
5806,C18orf25
5807,C6orf57
5808,VWA5A
5809,LIFR
5810,TMUB1
5811,RPS6KC1
5812,SUN2
5813,GFM2
5814,ADAT1
5815,ZBED4
5816,DNPEP
5817,LRRC37A
5818,GTF3C3
5819,TRANK1
5820,ETNK2
5821,MED28
5822,FAM174A
5823,ZC3H11A
5824,MYO16
5825,URB1
5826,STRA13
5827,ECI2
5828,TTC39B
5829,GOLPH3L
5830,LGI2
5831,MAP1S
5832,DARS2
5833,KIAA1551
5834,BTBD7
5835,ASUN
5836,DNAJC17
5837,NADSYN1
5838,NUDT11
5839,SLC4A1AP
5840,IER3IP1
5841,PSG9
5842,GID4
5843,PHF23
5844,GDPD3
5845,CCDC138
5846,ELMSAN1
5847,ZSCAN5A
5848,CHST7
5849,CHCHD7
5850,PCYOX1L
5851,SMIM7
5852,MRPS34
5853,MYH7B
5854,LRCH2
5855,ZFAT
5856,C11orf49
5857,C9orf16
5858,B3GNT4
5859,F8
5860,MAP6D1
5861,TTLL7
5862,METTL22
5863,TMUB2
5864,MTRR
5865,ASB8
5866,DSCC1
5867,ZNF492
5868,TMEM109
5869,NGEF
5870,KDELC1
5871,WDR18
5872,METTL16
5873,PRRG4
5874,KIAA1462
5875,SLC10A3
5876,HOMEZ
5877,HEATR5B
5878,SLCO1B3
5879,SCN2A
5880,PCDHB5
5881,PCDHB8
5882,KLHL12
5883,ISG20L2
5884,OSBPL8
5885,TMEM38A
5886,DDX54
5887,ZFYVE21
5888,KXD1
5889,NABP2
5890,TMEM98
5891,PDCL3
5892,ZNF687
5893,NUP37
5894,TMEM106C
5895,TUBGCP4
5896,RBFOX3
5897,KIAA0825
5898,TMEM171
5899,AFF2
5900,ZCWPW1
5901,MYO7A
5902,HMGCL
5903,HMBS
5904,ATP6V0B
5905,ATOX1
5906,ATP6V0E1
5907,RAB5B
5908,RAB3A
5909,PYGL
5910,PYGB
5911,STBD1
5912,SUN1
5913,ZBTB46
5914,WDR82
5915,SMG7
5916,ABCB8
5917,ZNF107
5918,HERC2
5919,NDUFA2
5920,RNF4
5921,TMEM175
5922,CRY1
5923,RPL14
5924,CBFA2T2
5925,FEZ2
5926,SYS1
5927,EHMT1
5928,UBE2M
5929,OAZ1
5930,IKBKG
5931,SEMA5A
5932,CDKN1B
5933,STK19-4
5934,RNF8
5935,CA8
5936,CAPN5
5937,KCNMB2
5938,NCOA4
5939,BYSL
5940,BDH1
5941,BCL2L2
5942,KALRN
5943,ATIC
5944,ARRB1
5945,USP13
5946,ANXA2
5947,HNRNPF
5948,MRTO4
5949,COBLL1
5950,LPGAT1
5951,SEC16A
5952,C5orf45
5953,LONP2
5954,EMILIN2
5955,ZNF830
5956,ANKRD40
5957,KREMEN1
5958,ADCK2
5959,GADD45GIP1
5960,CCDC97
5961,EBF1
5962,TSSK3
5963,PANX2
5964,CDCA7
5965,SCAMP3
5966,CCDC8
5967,TBC1D10A
5968,WDR7
5969,HMCN1
5970,SLC18B1
5971,DCAF13P3
5972,RAB15
5973,PRMT7
5974,ZNF385A
5975,TTC8
5976,GTPBP10
5977,CASP9
5978,RHPN2
5979,TRIM5
5980,GREB1
5981,BAD
5982,ARHGEF19
5983,NAGS
5984,TNPO1
5985,CEP89
5986,FAS
5987,ST6GALNAC3
5988,EED
5989,C15orf65
5990,C15orf41
5991,PSMD2
5992,OSBPL7
5993,PHLDB2
5994,FZD3
5995,CHEK2
5996,PDCD10
5997,C11orf91
5998,CEP70
5999,SEC14L1
6000,PITX2
6001,COPS3
6002,RPP21
6003,LRRC20
6004,WDTC1
6005,DGKG
6006,ZNF692
6007,GMDS
6008,PSME3
6009,AEBP2
6010,ARMC8
6011,MZF1
6012,FAM153B
6013,CREB3L2
6014,SYNCRIP
6015,ZFAND2B
6016,PSD
6017,MATR3
6018,SOGA1
6019,LACTB
6020,TEX10
6021,ORC4
6022,GALK2
6023,DDX24
6024,CHMP1B
6025,MRPL47
6026,IDI2
6027,MIR6723
6028,GCLC
6029,PLEKHO2
6030,B3GALNT2
6031,RNU5B-1
6032,DUSP22
6033,USP49
6034,CAPS2
6035,CHD5
6036,RNF43
6037,SLC2A12
6038,C19orf66
6039,DDX28
6040,FBXL8
6041,SLC39A9
6042,BRMS1
6043,SYNJ2BP
6044,ATP13A1
6045,BLOC1S4
6046,RASD2
6047,QPRT
6048,SNORD18C
6049,SNORD16
6050,ADAM8
6051,GLMN
6052,NEK7
6053,HERPUD1
6054,GLT8D1
6055,SAT2
6056,SLC26A10
6057,ZNF384
6058,ABTB2
6059,ZNF100
6060,REM2
6061,ZCCHC24
6062,TAPT1
6063,SLC38A9
6064,FAM117B
6065,KANSL3
6066,CCDC17
6067,FNDC3B
6068,PABPC1
6069,PEBP1
6070,P2RY1
6071,FAM193A
6072,PAX7
6073,SPATA2
6074,ATP6AP2
6075,PLXNC1
6076,CEBPZ
6077,ABI2
6078,EBI3
6079,WFS1
6080,HRSP12
6081,B3GNT2
6082,ILK
6083,FNDC3A
6084,CALU
6085,ITPR3
6086,RPL31
6087,TRUB2
6088,NBEA
6089,RUFY2
6090,FIGN
6091,ERLEC1
6092,TTI1
6093,APIP
6094,COQ4
6095,RPS27L
6096,MTG2
6097,ZNF358
6098,WIPI1
6099,TOR2A
6100,ZBTB40
6101,NAA60
6102,SLC25A10
6103,AATF-1
6104,ZBTB5
6105,MIRLET7BHG
6106,ZRANB3
6107,BCL7C
6108,C2orf49
6109,LOC729739
6110,SLC37A2
6111,KRBA2
6112,ZNF517
6113,ADAMTSL5
6114,ZNF789
6115,TMED8
6116,E2F6
6117,GSN
6118,B4GALT4
6119,CXorf23
6120,ZNF620
6121,FDXR
6122,KIF21A
6123,NIT2
6124,NOL8
6125,OLFML3
6126,PSMG2
6127,CMC2
6128,TMEM129
6129,FAM46A
6130,VPS13C
6131,CELF4
6132,SMCO4
6133,TET2
6134,FEM1C
6135,DUS3L
6136,EEF2
6137,CPSF7
6138,SAP25
6139,PTGS1
6140,DCLK1
6141,APC2
6142,SLC33A1
6143,SLC16A7
6144,SP6
6145,ATP1A3
6146,STX6
6147,TP53INP1
6148,ESD
6149,ACTA1
6150,RPL27A
6151,RPL26
6152,AADAC
6153,PLOD3
6154,RPL22
6155,GOLGA4
6156,CCNE1
6157,RNPEP
6158,PARP6
6159,C5orf15
6160,SEMA4B
6161,ABCA7
6162,XAB2
6163,VPS11
6164,HAUS6
6165,LHX9
6166,PTPN13
6167,SNAPC5
6168,SAP30L
6169,PEX5
6170,SLC4A4
6171,SNX6
6172,PIP4K2C
6173,GEMIN6
6174,ABRACL
6175,RBM25
6176,SELK
6177,CLMP
6178,NTN4
6179,SCAF1
6180,BCKDHA
6181,ALOX5
6182,EFNA3
6183,TRIM36
6184,DYM
6185,BIN3
6186,CMAS
6187,LINC00311
6188,TMPPE
6189,FZD8
6190,ABHD14A
6191,DCAF12
6192,TECPR1
6193,MTMR4
6194,PDLIM4
6195,MTMR6
6196,RALBP1
6197,RABGAP1L
6198,RNF115
6199,PRDX3
6200,MTERF1
6201,CTNNBL1
6202,TENM3
6203,RPN1
6204,RPE
6205,LOC100505549
6206,PIEZO1
6207,BIRC2
6208,TMCO1
6209,DHX40
6210,ZNF2
6211,APC
6212,CAPSL
6213,CHCHD4
6214,CLGN
6215,PRICKLE4
6216,TRAPPC2L
6217,LSM7
6218,CPSF3
6219,FAM3C
6220,KIAA0020
6221,PIAS1
6222,HN1
6223,LINC00925
6224,SSH1
6225,TPD52
6226,S1PR5
6227,CLCF1
6228,NKX2-5
6229,COLGALT1
6230,PMAIP1
6231,CRY2
6232,TMSB4X
6233,ZNF239
6234,STX1A
6235,REEP5
6236,NLRP1
6237,FKBP4
6238,PSME2
6239,PSMD12
6240,PSMD11
6241,PSMD8
6242,FUS
6243,OMD
6244,SCD
6245,MARS
6246,LOC113230
6247,HAGLR
6248,GSTM1
6249,TMF1
6250,NAB2
6251,MXI1
6252,RPL10
6253,ZNF540
6254,RREB1
6255,FADS2
6256,MIR6857
6257,MIR6853
6258,MIR6840
6259,MIR6850
6260,MIR6847
6261,MIR6837
6262,MIR6834
6263,MIR6821
6264,MIR6820
6265,MIR6817
6266,MIR6807
6267,MIR6799
6268,MIR6798
6269,MIR6797
6270,MIR6796
6271,SPTLC2
6272,ACTG1P4
6273,LOC728323-1
6274,TERF1
6275,TMBIM6
6276,FAM19A5
6277,CYB561D1
6278,GIN1
6279,SFRP4
6280,OSGIN2
6281,RIOK2
6282,CARKD
6283,CDC34
6284,COL12A1
6285,PRR5
6286,ADAMTS7
6287,LOC100288798
6288,GAA
6289,ACCS
6290,KIFAP3
6291,CNST
6292,TGFB2
6293,TGFA
