,gene
10901,EEF1AKMT2
10902,COG7
10903,KIF13B
10904,GTPBP2
10905,RBAK
10906,UBC
10907,PARL
10908,GPALPP1
10909,LINC01060
10910,TMEM106B
10911,MCC
10912,GBF1
10913,FBXO46
10914,ZNF697
10915,SHLD2
10916,GSTA4
10917,ANKRD52
10918,KSR2
10919,C6orf15
10920,MACROD1
10921,LOC728613
10922,KIF20A
10923,LOC101927181
10924,MYLK2
10925,LEPROTL1
10926,NUP160
10927,IMMT
10928,SNHG18
10929,LIN37
10930,ZNF513
10931,MAP3K14-AS1
10932,LINC01194
10933,UBQLN2
10934,PILRA
10935,KIAA1107
10936,CSTF2T
10937,LOC100130744
10938,MIR6752
10939,MIR6740
10940,MIR6739
10941,MIR6748
10942,MIR6768
10943,MIR6767
10944,MIR6761
10945,MIR6758
10946,DCTD
10947,PARP4
10948,LSP1P3
10949,MIR6869
10950,GPSM3-6
10951,UGGT2
10952,TRHDE
10953,FKBPL
10954,ITPRIPL2
10955,CREBZF
10956,TAPT1-AS1
10957,SLC9A3R1
10958,FGF12
10959,NDUFB11
10960,CDC42BPG
10961,ZMAT5
10962,KCTD5
10963,HOXA5
10964,PLEKHA3
10965,SPA17
10966,MIR7113
10967,TBC1D20
10968,TSACC
10969,LOC100506548
10970,INTS10
10971,ATAD3A
10972,RANBP10
10973,DNAH17
10974,ARMC5
10975,STK32C
10976,LOC100506639
10977,C1QTNF2
10978,IRX3
10979,TMEM43
10980,CACNG8
10981,INHBE
10982,MRPL32
10983,RBM48
10984,FAM160A2
10985,FBXO30
10986,BICD2
10987,MLX
10988,KMT2C
10989,RPL31P11
10990,SNORA4
10991,SNORA63
10992,GPATCH3
10993,MANBAL
10994,NFIX
10995,STRIP1
10996,KRTCAP2
10997,ATP2A2
10998,GOT1
10999,RFNG
11000,GNS
11001,RALGAPA1P1
11002,ZXDC
11003,ERBIN
11004,YIPF2
11005,HSPA4
11006,LRATD2
11007,TMEM167A
11008,FBXO36
11009,LYG1
11010,APLF
11011,PPP4R2
11012,SERINC5
11013,C11orf80
11014,ARL8A
11015,RBM4
11016,RGL2-3
11017,OFD1
11018,SEMA3B
11019,LOXL2
11020,GOLGA2
11021,MGAT2
11022,FOXO3
11023,FOXC1
11024,FOXF1
11025,GPC4
11026,FABP5
11027,FAAH
11028,RPL13AP3
11029,STAB2
11030,SPDYE1
11031,RASGEF1C
11032,CHPT1
11033,TOMM22
11034,ZNF280D
11035,NPIPB3
11036,C2orf15
11037,LSM14B
11038,ZNF582
11039,ZNF420
11040,DHRS13
11041,SLFN13
11042,TEPSIN
11043,HSBP1
11044,POLR3D
11045,TDRP
11046,MKKS
11047,LRRC15
11048,LOC101927354
11049,CRSP8P
11050,BEAN1
11051,C14orf39
11052,ANKRD1
11053,MASTL
11054,NEU1-3
11055,RDH10
11056,STMP1
11057,MIR6743
11058,MTMR11
11059,MT1E
11060,NOTCH3
11061,LOC101929645
11062,RNH1
11063,CLK3
11064,ECHS1
11065,SKI
11066,STAT5A
11067,LOC100505736
11068,XPR1
11069,POGLUT3
11070,NIPAL4
11071,ATRNL1
11072,RGMB-AS1
11073,ELFN1
11074,LOC100289230
11075,ZNF891
11076,CMTR2
11077,B3GAT1
11078,FAM98C
11079,LINC01023
11080,SNAI2
11081,ASAP1
11082,PARP12
11083,EPB41L4A-AS1
11084,UBAP2L
11085,VAMP2
11086,YLPM1
11087,SLC29A4
11088,CMYA5
11089,USP16
11090,MYH1
11091,SHISA9
11092,FAM200B
11093,SETD7
11094,GUCY1A2
11095,TIAM1
11096,DHFR2
11097,EFCAB7
11098,ZDHHC13
11099,PCDHGB1
11100,TMX3
11101,C11orf71
11102,NDFIP1
11103,LMBRD1
11104,MNS1
11105,PLK1
11106,MDH1
11107,DNAH6
11108,SCN1B
11109,KHDRBS3
11110,YKT6
11111,RALA
11112,PTPN14
11113,PDK3
11114,JAZF1
11115,KLC3
11116,MIDN
11117,ZNF614
11118,DOCK5
11119,RANBP17
11120,BAZ2B
11121,RPL7A
11122,ITGB4
11123,HSPA13
11124,SPSB4
11125,ITPKC
11126,FAM131A
11127,HIRIP3
11128,MAP3K12
11129,COPS5
11130,VTRNA1-3
11131,GALC
11132,RINL
11133,DKFZP586I1420
11134,TPI1P2
11135,NCR3LG1
11136,PNRC1
11137,TRIM35
11138,TCFL5
11139,E2F4
11140,EMC4
11141,SLC2A10
11142,SENP6
11143,ZNF546
11144,REX1BD
11145,KATNBL1
11146,ELMO3
11147,ZNF852
11148,LOC81691
11149,ISCA1
11150,KAZALD1
11151,FAM83D
11152,NECTIN4
11153,CPLANE2
11154,WDR24
11155,CPZ
11156,NPM1
11157,CTNNAL1
11158,PIGF
11159,LOC101927492
11160,NCK1-DT
11161,LOC101927204
11162,DARS-AS1
11163,LOC101927811
11164,LOC285740
11165,SNHG21
11166,LOC101927881
11167,DGUOK-AS1
11168,TMEM8A
11169,PELI2
11170,NFATC4
11171,S100A11
11172,NDUFS3
11173,C6orf62
11174,VMP1
11175,NEMP1
11176,CCDC22
11177,ADAM19
11178,CLDN11
11179,TEX2
11180,SLC44A3-AS1
11181,RAD54L
11182,CLEC11A
11183,PCOTH
11184,ZNF329
11185,CLDN1
11186,ANP32AP1
11187,MIR614
11188,LOC100996385
11189,POLR3A
11190,SPTBN2
11191,EDC4
11192,WDR45
11193,PHLDA3
11194,MAGOH2P
11195,PPM1E
11196,EXOC2
11197,HERC2P10
11198,SPRED3
11199,LMO1
11200,ELFN2
11201,C22orf34
11202,DNA2
11203,PIN4P1
11204,UNG
11205,AACSP1
11206,INPP5J
11207,PPP4R3A
11208,NIPA2
11209,SPTB
11210,PLCG2
11211,NAPG
11212,PSMB9-6
11213,PLAU
11214,PITX1
11215,NPR2
11216,HEIH
11217,SNORD96A
11218,CLIP3
11219,BICD1
11220,HOXB7
11221,BOP1
11222,SCGB1A1
11223,HNRNPC
11224,GPS2
11225,SUMO1
11226,UBE2I
11227,LOX
11228,GTF2A2
11229,LOC644936
11230,MIR6879
11231,MIR8072
11232,MIR6878
11233,MIR6877
11234,MIR6875
11235,SIKE1
11236,UHRF1
11237,PCSK5
11238,VPS9D1
11239,PDIA4
11240,PITPNM1
11241,CNNM4
11242,TXLNA
11243,GPATCH4
11244,MCM9
11245,VWCE
11246,C1orf122
11247,BCAN
11248,FOXRED2
11249,TRIM59
11250,EGLN1
11251,TUBGCP6
11252,CSNK1G1
11253,BSCL2-2
11254,NCAPD2
11255,RPEL1
11256,FBXW9
11257,SLF1
11258,FYTTD1
11259,RTL6
11260,MED10
11261,BBS1
11262,ZCCHC9
11263,SLC39A11
11264,PET117-1
11265,BLVRA
11266,DOCK3
11267,SND1
11268,LYPD3
11269,DDX21
11270,MAML2
11271,CASC15
11272,ARHGAP35
11273,C9orf153
11274,GLE1
11275,B4GALT1
11276,GDI1
11277,PLPP5
11278,C11orf95
11279,ARL2
11280,C2orf81
11281,LINC00240
11282,LOC100270746
11283,TMEM230
11284,HIST1H2AJ
11285,ASTN2
11286,ZSCAN12P1
11287,ZSCAN16-AS1
11288,TRAPPC10
11289,PIGQ
11290,TMPRSS7
11291,LGMN
11292,GNAL
11293,CYP2U1
11294,HCG4
11295,HLA-H
11296,APBA1
11297,HLA-J
11298,LRRC42
11299,PIANP
11300,PPP1R10-3
11301,SLC35A3
11302,NBPF9
11303,BBC3
11304,LAMP3
11305,UQCRQ
11306,KDELR3
11307,LAT
11308,TACC3
11309,TMEM183B
11310,C1orf198
11311,SLC16A13
11312,G6PD
11313,YY1
11314,WNT5A
11315,ZNF143
11316,GLCE
11317,NSRP1
11318,TYRO3
11319,TSG101
11320,TNFAIP3
11321,TLN1
11322,AOC2
11323,CDR2
11324,ENPP4
11325,KCNH3
11326,XPO7
11327,ZNF292
11328,ADGRL1
11329,RAPH1
11330,ADAMTS6
11331,MAP3K3
11332,ZRANB2
11333,CD59
11334,SLC23A2
11335,FAM174B
11336,CHCHD1
11337,CPT2
11338,CPOX
11339,DDB2
11340,SUZ12
11341,TMEM164
11342,ADAM11
11343,COL7A1
11344,RORA-AS1
11345,DYRK3
11346,ASB7
11347,CBFB
11348,RNF213
11349,LOC653653
11350,LOC90834
11351,LINC01140
11352,VASP
11353,USP1
11354,UQCRC2
11355,MC1R
11356,MATN3
11357,LINC01119
11358,FAM149B1
11359,EIF4EBP1
11360,SART1
11361,CTHRC1
11362,ANKRD27
11363,ENKD1
11364,KBTBD7
11365,L3MBTL1
11366,SRD5A3
11367,HECTD3
11368,L3MBTL4
11369,LOC101559451
11370,CHRNA10
11371,TMEM45A
11372,FRMD4A
11373,CLN6
11374,ZNF287
11375,PELI1
11376,RCN3
11377,CBX8
11378,PLAUR
11379,TENT4A
11380,NPIPA1-2
11381,KLHDC2
11382,WBP4
11383,MDC1-4
11384,CDC7
11385,SLC25A11
11386,PRPF19
11387,APEX2
11388,NEURL4
11389,RANBP9
11390,ABCA1
11391,CLASP1
11392,LGR5
11393,AK6-1
11394,LMO7
11395,SLC41A2
11396,PLEKHF2
11397,ZNF394
11398,DSEL
11399,SH3GL3
11400,ZBTB44
11401,ELAVL1
11402,MAGEA4
11403,MAFK
11404,EDA
11405,CELSR3
11406,GALT
11407,ATP6V1H
11408,SEPTIN11
11409,NDUFB3
11410,ITCH
11411,ZW10
11412,RASA4B
11413,ANKRD62
11414,UBE2B
11415,CLCN7
11416,CREBL2
11417,CSNK2B-4
11418,GTPBP3
11419,CCDC61
11420,SMIM10
11421,RAB2B
11422,SLAIN2
11423,LINC00526
11424,SEC24A
11425,USP22
11426,DNAJC13
11427,ORMDL2
11428,WDR37
11429,KIAA0930
11430,MRPS28
11431,SNRNP200
11432,NCAPD3
11433,E4F1
11434,LYSMD1
11435,MOB3A
11436,TMEM259
11437,SNORD50A
11438,SNORD50B
11439,MPP1
11440,GNA11
11441,UPF1
11442,GNAQ
11443,SELENOW
11444,EIF5A
11445,RBMS2
11446,ASF1A
11447,NIPBL
11448,MAPKAPK5-AS1
11449,PPIL4
11450,SAMD11
11451,C1orf74
11452,ZNF569
11453,C19orf25
11454,ZNF583
11455,ZNF565
11456,DCP1B
11457,TCP11L2
11458,EIF2B4
11459,KIZ
11460,GEMIN8
11461,LGALS3BP
11462,DUSP18
11463,TFAP2A
11464,JUN
11465,ITPR2
11466,HNRNPA1
11467,SMPD2
11468,HMGB1
11469,HLA-G-4
11470,EIF3A
11471,ZNF362
11472,TMEM18
11473,KCNH1
11474,MTURN
11475,LOC100129940
11476,PHC1
11477,BUB1
11478,BMPR1A
11479,BNIP2
11480,DSP
11481,BAG1
11482,KIF1A
11483,ATG4C
11484,GSTCD
11485,LOC102723439
11486,DTL
11487,TMEM268
11488,SHPRH
11489,TCEANC2
11490,RUNDC1
11491,N4BP1
11492,ZNF548
11493,ELF1
11494,MFSD5
11495,LCOR
11496,LIN52
11497,CDH13
11498,BEX5
11499,ITGA5
11500,PI3
11501,INHBA
11502,STX2
11503,SNORD101
11504,SNORD100
11505,WSCD1
11506,ATMIN
11507,FOXD2-AS1
11508,PCOLCE2
11509,ZNF225
11510,NENF
11511,TFPT
11512,TIMM22
11513,SEC61A1
11514,SUB1
11515,MAN1A2
11516,ATG4B
11517,HCFC2
11518,YPEL1
11519,SLC30A4
11520,ZDHHC1
11521,EFL1
11522,ANKDD1A
11523,OGFRL1
11524,GALNT14
11525,NDUFV2
11526,ARFGEF3
11527,SPTBN4
11528,CCNJL
11529,TANGO6
11530,ACSS3
11531,FBXL6
11532,CERS4
11533,GINS1
11534,HIST1H2AD
11535,HIST1H2AG
11536,SAP130
11537,TYW5
11538,CARS2
11539,CORO7-1
11540,NUBP2
11541,EZH1
11542,LTV1
11543,ZNF799
11544,NR2F2
11545,RAB7B
11546,KHK
11547,ANOS1
11548,JAK3
11549,KCNIP3
11550,TNPO2
11551,TONSL
11552,KATNBL1P6
11553,TRIM58
11554,PTPN18
11555,FAM162A
11556,RPS18P9
11557,NECAB3
11558,TMEM184A
11559,RAET1K
11560,LMNB1
11561,SPIN2B
11562,HMGXB4
11563,PMS2P5
11564,JMY
11565,NDUFAF6
11566,ZNF572
11567,ARHGAP27-2
11568,NDUFA1
11569,GAS2L3
11570,ARAP2
11571,PRKDC
11572,POLE4
11573,MCPH1
11574,LOC90784
11575,SFTA1P
11576,CTTNBP2NL
11577,ST7
11578,AMY2B
11579,NDUFV3
11580,DRAM1
11581,LAPTM4B
11582,CHDH
11583,METTL2B
11584,BMP5
11585,AGPAT4-IT1
11586,POLI
11587,SAMD4B
11588,HLA-L
11589,BTN2A3P
11590,ZNF767P
11591,ACOX3
11592,ESYT1
11593,LINC00242
11594,PGBD4
11595,SH3BP4
11596,SUSD5
11597,PLEKHG3
11598,HACD1
11599,KLHL20
11600,ZNF185
11601,HTR1D
11602,WIPF2
11603,PARS2
11604,SLC39A13
11605,TXNDC17
11606,RTN4IP1
11607,MACF1
11608,ABCB10
11609,PGLS
11610,FRAT2
11611,ELL2
11612,SEM1
11613,COMMD3
11614,LMAN1
11615,CHPF2
11616,TIMM10B
11617,GNG3
11618,ATP5PD
11619,CCDC57
11620,INAFM2
11621,GNPNAT1
11622,HYKK
11623,PWWP3B
11624,TOP2A
11625,SYT11
11626,ZNF585B
11627,ARVCF
11628,PLPP7
11629,MFSD9
11630,HIST1H2BN
11631,ZNF850
11632,INPP5E
11633,CIP2A
11634,AFF4
11635,C15orf39
11636,CIRBP
11637,LOC728554-1
11638,PIM2
11639,STK36
11640,SLC16A3
11641,ZNF467
11642,FAM43B
11643,ZNF320
11644,NIPAL1
11645,CDPF1
11646,DPY19L3
11647,TUBA3E
11648,CCDC74B
11649,CDC25A
11650,ZFP36
11651,WNT10B
11652,TMOD3
11653,PABPC1L
11654,CHAC1
11655,SPATA31C2
11656,CYFIP2
11657,RYBP
11658,GTPBP4
11659,ZNF510
11660,LOXL1
11661,LNPEP
11662,HOXB13
11663,KIAA1549L
11664,SIX5
11665,ZNF215
11666,ZNF214
11667,NBPF14
11668,SLC25A38
11669,MTMR10-1
11670,SAMM50
11671,G2E3
11672,LRRC40
11673,NR2F1
11674,PRDX4
11675,ATP8A1
11676,GPR45
11677,NXPH2
11678,NXPH4
11679,EMD
11680,CDC37L1
11681,INSR
11682,HPRT1
11683,CST3
11684,RPLP0
11685,TMEM160
11686,NELFCD
11687,NDUFAF3
11688,DZIP1
11689,LINC01446
11690,AP4B1-AS1
11691,POR
11692,ORAI3
11693,ARRDC1
11694,CHMP4C
11695,NGDN
11696,CRELD1
11697,CKAP2L
11698,WHAMM
11699,TSIX
11700,CAP1
11701,USP19
11702,DNAJC16
11703,MAEA
11704,CD83
11705,SNORA61
11706,KIAA1211L
11707,RASL11A
11708,PRRT3
11709,ASAH2B
11710,SPRYD4
11711,ZDHHC24
11712,ZFX
11713,ZNF174
11714,AHSA1
11715,TMEM59L
11716,ARL5A
11717,VARS-4
11718,SCARNA16
11719,SNORA67
11720,OXTR
11721,ZNF609
11722,ACAP2
11723,KCNJ14
11724,TRAPPC8
11725,KIAA0754
11726,SNW1
11727,ZHX3
11728,PPP6R1
11729,SEMA4C
11730,PARM1
11731,NPDC1
11732,KLF12
11733,KLHL2
11734,DAGLA
11735,SNF8
11736,XPOT
11737,UCKL1
11738,WBP1L
11739,SSH3
11740,CYP4V2
11741,TSEN54
11742,FAM199X
11743,AFP
11744,RALGPS1
11745,TMEM35B
11746,LOC103611081
11747,PLIN4
11748,LRRC8B
11749,PIK3AP1
11750,TRMT61A
11751,ADCK5
11752,ATP1B1
11753,HIP1
11754,CALN1
11755,AP3B1
11756,ZC3HC1
11757,RHBDD3
11758,TBC1D10B
11759,REXO2
11760,ZNF805
11761,UBE2Q2P1
11762,WASH3P
11763,LOC220729
11764,S100PBP
11765,ZNF324B
11766,RNF121
11767,TNFAIP8L3
11768,CCDC9B
11769,GPR153
11770,MIR100HG
11771,TBXA2R
11772,DLL1-1
11773,SEC23A
11774,SYCE2
11775,EP400
11776,MCM5
11777,LASP1
11778,RPS12
11779,ITGA6
11780,RPS9
11781,RPS8
11782,ISG20
11783,RPS5
11784,RPS6
11785,GNAO1
11786,TOMM6
11787,DNASE1L1
11788,C5orf66
11789,HIST1H3B
11790,BCL10
11791,EBNA1BP2
11792,CHMP2A
11793,TNFRSF21
11794,ZNF814
11795,MEIOC
11796,IL12A
11797,TBCB
11798,MLST8
11799,C12orf76
11800,C11orf88
11801,FLJ44635
11802,XKR5
11803,RNF207
11804,ABCC2
11805,ZNF264
11806,CROCC
11807,LMOD1
11808,CLDN12
11809,PRKCH
11810,CDC42EP4
11811,HSPB3
11812,XRCC1
11813,SMC1A
11814,RPS15
11815,P4HB
11816,CDH8
11817,MAGI2
11818,KEAP1
11819,ATP6V0C
11820,BCAM
11821,MRE11
11822,LRRC41
11823,CREB3
11824,JTB
11825,NUDT3
11826,SHPK
11827,PCSK1N
11828,MARCH5
11829,KANSL2
11830,MARC2
11831,UBE2R2
11832,TMEM260
11833,YTHDF1
11834,TMEM186
11835,BTBD2
11836,LPL
11837,LIPC
11838,RPS21
11839,LCAT
11840,EXT1
11841,ERCC6
11842,RPS16
11843,HPF1
11844,INTS8
11845,AMIGO3
11846,NCKAP5
11847,C19orf81
11848,SPTBN5
11849,HIST1H4H
11850,HIST1H4C
11851,ZNF250
11852,GOLIM4
11853,RPS6KA6
11854,SART3
11855,DCPS
11856,LRIG1
11857,RPAP1
11858,THRAP3
11859,SNORD17
11860,PIBF1
11861,GMCL2
11862,FAM102A
11863,TRAPPC4
11864,DDX19A
11865,RAB10
11866,KCTD3
11867,ZNF45
11868,CARD10
11869,STX5
11870,IGSF9B
11871,PGRMC2
11872,PCGF3
11873,NCOR2
11874,DRD1
11875,RPS23
11876,DCK
11877,PC
11878,WAPL
11879,ESPL1
11880,SETX
11881,ZADH2
11882,PRPS1L1
11883,CCDC71L
11884,TPCN1
11885,NRBP1
11886,FADS1
11887,FAM216A
11888,GLO1
11889,TCERG1
11890,FLRT3
11891,MAGEL2
11892,COMMD8
11893,MRPL16
11894,DNAJC28
11895,ADPRHL2
11896,FH
11897,FECH
11898,FBN1
11899,RPS29
11900,FAH
11901,RPS28
11902,RPS27
11903,SASS6
11904,ING3
11905,MTRNR2L10
11906,TMEM71
11907,SLC5A10
11908,WDR89
11909,DTD2
11910,ERI2
11911,PEX11G
11912,ZC3HAV1L
11913,CDKN2AIPNL
11914,CCDC34
11915,ATP6V1E2
11916,TMEM41A
11917,BUD13
11918,IL2RB
11919,DAB2
11920,ATXN7L3B
11921,SCARNA1
11922,FBXO33
11923,ZGLP1
11924,SH2D5
11925,C18orf32
11926,GALE
11927,NARS
11928,LRRC29
11929,FBXL3
11930,JMJD4
11931,GNL2
11932,FBLN5
11933,F8A1
11934,ARL17A-3
11935,PALM3
11936,GABRA3
11937,CAMSAP2
11938,EARS2
11939,UHRF1BP1L
11940,KIF4A
11941,ZNF773
11942,CMTR1
11943,TRAK2
11944,GPATCH2
11945,UBA3
11946,UBE2L6
11947,GRHL1
11948,DHRS3
11949,QRFPR
11950,ARSK
11951,ABHD15
11952,MRFAP1L1
11953,GCH1
11954,MMUT
11955,MTR
11956,GALK1
11957,FUT1
11958,ZNF416
11959,C2orf42
11960,SLC35F6
11961,AHCTF1
11962,THG1L
11963,ANO8
11964,GFPT2
11965,HERC2P9-1
11966,CCNT2
11967,PKD1P1-1
11968,TFAMP1
11969,CCDC159
11970,ATP8A2
11971,HEXB
11972,NEAT1
11973,HNRNPKP3
11974,ABCD1
11975,ADAMTSL3
11976,CCDC137
11977,PRR19
11978,TOGARAM2
11979,CCNG1
11980,IRF2BP1
11981,MIR1254-1
11982,SNORA25
11983,KPNA7
11984,XPO1
11985,HIST2H2BE
11986,HIST1H2BC
11987,VRK1
11988,VLDLR
11989,ATXN1L
11990,ZNF860
11991,ATP5F1B
11992,SEPT5-GP1BB
11993,LINC01061
11994,HHIP-AS1
11995,LINC01578
11996,CCDC93
11997,BRAF
11998,NEURL1
11999,HIST1H2AB
12000,CLK2P1
12001,IKZF4
12002,XPO4
12003,NOL9
12004,SYCP2
12005,ZNF81
12006,HOXA11-AS
12007,ATP2A1
12008,RNF10
12009,KBTBD11
12010,LOC646762
12011,ZNF319
12012,THAP1
12013,ZNF175
12014,VEZF1
12015,CCL26
12016,TLR6
12017,CYP20A1
12018,LSM2
12019,SAGE1
12020,ZNF460
12021,NOG
12022,SMC3
12023,MAGED1
12024,SFN
12025,UTRN
12026,FSTL1
12027,RABL2A
12028,LSM6
12029,FICD
12030,MKRN9P
12031,DDX12P
12032,PDHB
12033,LINC00898
12034,FLJ46906
12035,KIF9-AS1
12036,MED15P9
12037,ZFP30
12038,FKBP8
12039,CEP170B
12040,FBXO8
12041,FBXW8
12042,NBPF10
12043,C11orf24
12044,TCTA
12045,TMEM120A
12046,LRMDA
12047,RSPH3
12048,FRMD8
12049,TATDN1
12050,EIF2A
12051,CDKL1
12052,LRRTM2
12053,UBXN7
12054,SSNA1
12055,RYR1
12056,RFXAP
12057,PRKAG2-AS1
12058,SLC6A6
12059,GOLGA6L9-1
12060,BECN1
12061,STX11
12062,VAMP8
12063,LINC01278
12064,STX12
12065,TNFAIP1
12066,RPS6KA2
12067,PPA1
12068,MRPL46
12069,THAP10
12070,NPPB
12071,NGF
12072,TFG
12073,HSD17B6
12074,ENO2
12075,THOP1
12076,PRR36
12077,GLYR1
12078,MFSD14B
12079,CFL1
12080,UBE2Q2P2-1
12081,SBDSP1
12082,ARHGAP1
12083,PTGFR
12084,ALDH3A2
12085,SLC22A15
12086,STARD10
12087,ENTR1
12088,MAGEC1
12089,MAPK8IP1
12090,ABHD12
12091,ARHGAP17
12092,ERC2
12093,FKBP3
12094,IL7R
12095,RPS19
12096,PDE3B
12097,RPS17-1
12098,CTRL
12099,CSNK2A2
12100,RPS15A
12101,RPS13
12102,RPS11
12103,RPL21
12104,RPS7
12105,SNRPG
12106,SNRPF
12107,CAVIN2
12108,SCN9A
12109,IGHMBP2
12110,EIF3B
12111,SNRPB2
12112,ID2
12113,SNRPB
12114,ID3
12115,ICAM3
12116,HSPE1
12117,CD82
12118,JUNB
12119,ANKLE2
12120,NPAT
12121,APEH
12122,PGAM2
12123,ENTPD6
12124,LRPPRC
12125,SMCR8
12126,RBM11
12127,FBRSL1
12128,FDPSP2
12129,DRG2
12130,CHGB
12131,ZNF282
12132,FGF9
12133,CTSC
12134,ZNF639
12135,DDX52-1
12136,RAC1
12137,HNMT
12138,SNHG4-1
12139,LOC100499489
12140,UBAC2-AS1
12141,CCNT2-AS1
12142,GGPS1
12143,NDUFA6
12144,NDN
12145,MYH11
12146,RAE1
12147,EIF3F
12148,EIF3D
12149,TPST1
12150,TPST2
12151,TTF2
12152,GRB14
12153,GCSH
12154,FRG1-1
12155,CA11
12156,RPGR
12157,ROM1
12158,BIK
12159,FLJ32255
12160,KISS1
12161,IFT80
12162,GET1
12163,HSPB2
12164,DNAJA1
12165,SDC4
12166,TMEM62
12167,MIR3661
12168,MIR3654-1
12169,MIR3620
12170,ELOA-AS1
12171,LOC100506895
12172,LOC100506844-1
12173,ZBTB48
12174,GET3
12175,SCAF11
12176,DCHS1
12177,RNASET2
12178,EHD3
12179,SLC40A1
12180,PPP1R16B
12181,GPR89B
12182,LTN1
12183,STAG3L5P
12184,KCNV2
12185,GALNT18
12186,NHLRC2
12187,RPL7L1
12188,C19orf54
12189,KANK3
12190,MMS22L
12191,CX3CL1
12192,SVBP
12193,UBE2NL
12194,TMEM179B
12195,FAHD2B
12196,PAXX
12197,PICSAR
12198,NIPA1
12199,UNC119
12200,SNAP47
12201,TAS2R20
12202,FBXO42
12203,TAS2R31
12204,PATJ
12205,NLRP10
12206,HOXA10
12207,KMT2E-AS1
12208,POU6F2
12209,TNFRSF1A
12210,TCP1
12211,GDPD5
12212,SGPP1
12213,ITFG1
12214,PTDSS2
12215,MAP2K2
12216,ZNF436
12217,PLEKHG2
12218,EIF3IP1
12219,R3HDM4
12220,CCDC126
12221,CCDC74A
12222,LOC102724323
12223,THAP12
12224,ZPR1
12225,TSHZ1
12226,ALYREF
12227,TNK2
12228,EIF2D
12229,RBM6
12230,SORBS3
12231,LOC101927865
12232,APRT
12233,SERPINE1
12234,BTBD10
12235,LSM8
12236,FAM229A
12237,STK24
12238,COP1
12239,PGF
12240,ZNF497
12241,P2RX6
12242,POLR2J
12243,POLR2I
12244,TMEM198
12245,LNX2
12246,TMTC2
12247,C11orf65
12248,USP54
12249,GEMIN8P4
12250,AGAP5
12251,ZBTB20-AS1
12252,LOC286190
12253,PAXBP1-AS1
12254,LOC100507346
12255,LOC100128714
12256,LOC100505666
12257,C12orf75
12258,SND1-IT1
12259,MEX3C
12260,PUS7
12261,KDM3B
12262,EXOSC4
12263,PCDHB2
12264,PCDHB14
12265,RHOF
12266,PCDHB13
12267,PCDHB12
12268,LINC01000
12269,MFSD4B
12270,CELF2-AS1
12271,PPM1B
12272,MARF1
12273,LOC407835
12274,SMKR1
12275,ZNF608
12276,PNN
12277,LINC-PINT
12278,ASB16-AS1
12279,GLUD1P3
12280,CYP2J2
12281,GUSBP4
12282,MVB12B
12283,DPY19L1
12284,FLVCR1
12285,ACAD9
12286,MAP3K4
12287,DERL1
12288,ZMIZ2
12289,SELENOO
12290,ZNF426
12291,UBL5
12292,FKRP
12293,TMEM47
12294,SOX7
12295,THAP2
12296,TMEM185B
12297,COG3
12298,KDM7A-DT
12299,ACAT1
12300,NDUFB2-AS1
12301,LTBP2
12302,SF3B3
12303,EXOC3-AS1
12304,SETD6
12305,IWS1
12306,STARD9
12307,HECW2
12308,SERINC1
12309,MCTS2P
12310,LOC728024
12311,SUGT1P1
12312,CACNB4
12313,PSMB1
12314,PSMA7
12315,PSMA2
12316,PSG4
12317,DCAF8L2
12318,GATA6
12319,PCK2
12320,HBE1
12321,HIST1H1E
12322,HIST1H1C
12323,H1F0
12324,TAF6L
12325,GRPR
12326,PDIA3
12327,IVNS1ABP
12328,TRIM16
12329,SEPHS2
12330,POLR3G
12331,ARID3B
12332,GPR37
12333,GPR3
12334,MXD4
12335,TBL3
12336,GNAT2
12337,GLUD1
12338,GFER
12339,CNFN
12340,GHDC
12341,MRPL36
12342,MRPL38
12343,MRPL41
12344,MRPS6
12345,BRMS1L
12346,ACTR5
12347,ATAD5
12348,TCEAL4
12349,MRM1-1
12350,RIN3
12351,COQ8B
12352,KIAA0319L
12353,SEC22B
12354,TMEM132D-AS1
12355,TUT1
12356,DCLRE1B
12357,FAM225B
12358,PAXIP1
12359,PPP1R2B
12360,DCLK2
12361,PROSER1
12362,GOLPH3
12363,TRIM11
12364,SPATA5
12365,LINC00689
12366,SLC35F2
12367,PLXNA3
12368,PSRC1
12369,HUWE1
12370,MIR17HG
12371,LRRC58
12372,TMEM182
12373,RFTN2
12374,SPIN3
12375,ZNF738
12376,LINC01547
12377,KTN1-AS1
12378,MAOB
12379,LINC00634
12380,KIAA2013
12381,CCDC9
12382,NTN1
12383,IL1R1
12384,IGF2R
12385,PRPF40B
12386,LDHB
12387,PIK3C3
12388,PIK3C2B
12389,NDUFB1
12390,NDUFA10
12391,RBL2
12392,ACTR2
12393,PTPRCAP
12394,AXIN2
12395,COIL
12396,RAB7A
12397,FANCG
12398,SNPH
12399,ACAP1
12400,LAPTM4A
12401,INTS3-1
12402,EPRS
12403,EPHB3
12404,TSTA3
12405,EPHB1
12406,PHLDA2
12407,HSP90B1
12408,EML1
12409,ATP8B1
12410,BIN3-IT1
12411,IL22RA1
12412,DMWD
12413,PRH2
12414,CENPF
12415,ACTR10
12416,ZC3H15
12417,POLQ
12418,TRPC4AP
12419,DND1
12420,HNRNPA3
12421,RAB32
12422,COPS6
12423,TAF1B
12424,SF3A3
12425,TMED10
12426,RAB40B
