Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
SAT2	50.46	medium	50.21	0.46	TRUE	1
SBDS	48.74	medium	48.36	0.4	TRUE	1
SBF1	48.96	medium	48.61	0.42	TRUE	0.99
SBF2	48.06	medium	47.64	0.4	TRUE	0.99
SBNO1	48.96	medium	48.62	0.41	TRUE	0.99
SC4MOL	51.02	medium	50.85	0.55	TRUE	0.9
SC5DL		non-melter		0.69	TRUE	0.6
SC65	50.41	medium	50.16	0.52	TRUE	0.98
SCAF1	47.17	medium	46.66	0.37	TRUE	0.99
SCAMP1		non-melter		0.79	TRUE	0.38
SCAMP2		non-melter		0.79	TRUE	0.31
SCAMP3		non-melter		1.07	TRUE	0.51
SCAMP4		non-melter		1.07	TRUE	0.37
SCAP	49.9	medium	49.58	0.44	TRUE	0.99
SCARB1		non-melter		1.05	TRUE	0.25
SCARB2		non-melter		0.83	TRUE	0.18
SCARF2	52.09	stable	52.22	0.67	TRUE	0.65
SCCPDH	51.78	medium	51.86	0.53	TRUE	1
SCD	49.08	medium	48.76	0.48	TRUE	0.99
SCFD1	48.43	medium	48.04	0.39	TRUE	0.99
SCFD2	46.89	medium	46.3	0.38	TRUE	0.99
SCLY	52.57	medium	52.92	0.59	TRUE	0.99
SCO1	50.13	medium	49.87	0.48	TRUE	0.99
SCO2	49.49	medium	49.16	0.43	TRUE	1
SCP2	50.88	medium	50.69	0.53	TRUE	1
SCPEP1	52	medium	52.11	0.63	TRUE	0.99
SCRIB	45.16	non-stable	44.3	0.3	TRUE	1
SCRN1	49.83	medium	49.52	0.44	TRUE	1
SCRN2	50.46	medium	50.21	0.49	TRUE	1
SCRN3	50.38	medium	50.13	0.48	TRUE	0.99
SCYE1	46.88	non-stable	46.29	0.34	TRUE	1
SCYL1	49.37	medium	49.05	0.42	TRUE	1
SCYL1BP1	48.86	medium	48.51	0.42	TRUE	1
SCYL2	50.57	medium	50.32	0.46	TRUE	1
SCYL3	49.01	medium	48.68	0.41	TRUE	0.99
SDAD1	45.89	non-stable	45.08	0.31	TRUE	0.99
SDC1		non-melter		0.74	TRUE	0.42
SDC2		non-melter		1.06	TRUE	0.29
SDC4	57.31	stable	61.75	0.71	TRUE	0.53
SDCBP	49.79	medium	49.46	0.47	TRUE	0.99
SDCCAG1	48.5	medium	48.12	0.39	TRUE	0.99
SDCCAG10	47.85	medium	47.39	0.43	TRUE	0.96
SDF2	51.25	medium	51.16	0.57	TRUE	0.98
SDF2L1	52.33	medium	52.52	0.65	TRUE	0.93
SDF4	50.93	medium	50.75	0.57	TRUE	0.98
SDHA	52.33	medium	52.51	0.59	TRUE	0.92
SDHB	52.17	medium	52.31	0.63	TRUE	0.87
SDHC		non-melter		0.81	TRUE	0.27
SDPR	49.8	medium	49.47	0.5	TRUE	0.96
SDR39U1	51.37	medium	51.33	0.53	TRUE	0.89
SDSL		non-melter		0.77	TRUE	0.72
SEC11A	51.13	medium	51	0.49	TRUE	0.99
SEC11C	50.45	medium	50.2	0.47	TRUE	0.99
SEC13	49.34	medium	49.01	0.42	TRUE	0.95
SEC14L1	47.35	medium	46.87	0.39	TRUE	1
SEC16A	48.66	medium	48.28	0.42	TRUE	1
SEC16B	48.76	medium	48.39	0.4	TRUE	1
SEC22B	50.11	medium	49.83	0.45	TRUE	0.99
SEC23A	48.43	medium	48.04	0.41	TRUE	1
SEC23B	48.95	medium	48.59	0.42	TRUE	1
SEC23IP	49.09	medium	48.77	0.42	TRUE	1
SEC24A	47.98	medium	47.55	0.39	TRUE	1
SEC24B	46.97	medium	46.42	0.36	TRUE	1
SEC24C	48.56	medium	48.18	0.4	TRUE	0.99
SEC24D	49.27	medium	48.95	0.42	TRUE	0.99
SEC31A	47.54	medium	47.1	0.36	TRUE	1
SEC61A1	51.02	medium	50.85	0.59	TRUE	0.95
SEC61A2	50.59	stable	50.34	0.69	TRUE	0.73
SEC62	52.04	stable	52.15	0.68	TRUE	0.9
SEC63	51.79	medium	51.88	0.52	TRUE	1
SEH1L	50.51	medium	50.26	0.49	TRUE	1
SEL1L	51.31	medium	51.24	0.54	TRUE	1
SELENBP1		non-melter		0.85	TRUE	0.14
SELS		non-melter		0.79	TRUE	0.3
SELT	50.16	medium	49.9	0.64	TRUE	0.91
SEMA3B	51.65	medium	51.7	0.57	TRUE	0.97
SEMA4F	50.86	medium	50.67	0.49	TRUE	1
SEMA6B	48.6	medium	48.23	0.46	TRUE	0.97
SENP6	48.95	medium	48.6	0.43	TRUE	1
SEPHS1		non-melter		0.75	TRUE	0.54
SEPHS2		non-melter		0.77	TRUE	0.38
SEPSECS	49.55	medium	49.22	0.54	TRUE	0.96
SERAC1	50.1	medium	49.82	0.45	TRUE	0.98
SERBP1		non-melter		1.1	TRUE	0.12
SERINC1	52.32	stable	52.5	0.68	TRUE	0.71
SERINC3		non-melter		0.76	TRUE	0.39
SERPINA1	52.24	stable	52.4	0.66	TRUE	0.92
SERPINA11		non-melter		0.73	TRUE	0.63
SERPINA3	52.65	stable	53.05	0.67	TRUE	0.99
SERPINA4	52.14	medium	52.28	0.62	TRUE	0.99
SERPINA5	51.48	stable	51.48	0.65	TRUE	0.96
SERPINA7	51.32	medium	51.26	0.59	TRUE	0.99
SERPINB1	51.15	medium	51.02	0.49	TRUE	0.99
SERPINB6	52.92	medium	53.51	0.58	TRUE	0.99
SERPINB8	52.45	medium	52.76	0.64	TRUE	0.97
SERPINB9	52.42	medium	52.7	0.53	TRUE	1
SERPINC1	51.39	medium	51.35	0.61	TRUE	0.97
SERPIND1	51.64	medium	51.68	0.57	TRUE	0.99
SERPINF1	51.58	medium	51.58	0.57	TRUE	1
SERPINF2	51.16	medium	51.04	0.57	TRUE	1
SERPINH1	51.56	medium	51.56	0.57	TRUE	0.99
SESTD1	47.43	medium	46.98	0.37	TRUE	1
SET	52.7	medium	53.1	0.54	TRUE	1
SETD1A	46.52	non-stable	45.88	0.35	TRUE	1
SETD2	45.64	non-stable	44.78	0.32	TRUE	1
SETD3	51.04	medium	50.87	0.49	TRUE	1
SETX	46.36	non-stable	45.69	0.35	TRUE	0.99
SEZ6L2	51.47	stable	51.47	0.66	TRUE	0.94
SF1	50.7	medium	50.47	0.6	TRUE	0.93
SF3A1	49.65	medium	49.32	0.45	TRUE	0.99
SF3A2	49.18	medium	48.86	0.45	TRUE	0.98
SF3A3	49.09	medium	48.76	0.42	TRUE	1
SF3B1	49.22	medium	48.9	0.42	TRUE	1
SF3B14	49.11	medium	48.78	0.41	TRUE	0.99
SF3B2	49.46	medium	49.14	0.45	TRUE	0.99
SF3B3	49.51	medium	49.17	0.43	TRUE	1
SF3B4	49.14	medium	48.82	0.42	TRUE	1
SF3B5	49.96	medium	49.66	0.47	TRUE	0.99
SF4	46.88	medium	46.29	0.35	TRUE	1
SFN	51.29	medium	51.22	0.51	TRUE	1
SFPQ	47.93	medium	47.48	0.39	TRUE	0.96
SFRS1	50.64	medium	50.41	0.61	TRUE	0.87
SFRS10	48.8	medium	48.45	0.42	TRUE	1
SFRS12	48.14	medium	47.73	0.39	TRUE	0.99
SFRS14	44.3	non-stable	43.3	0.26	TRUE	1
SFRS15	46.9	non-stable	46.32	0.34	TRUE	0.99
SFRS2	52.69	stable	53.09	0.69	TRUE	0.6
SFRS2IP	49.36	medium	49.03	0.55	TRUE	0.93
SFRS3	50.33	stable	50.07	0.68	TRUE	0.65
SFRS4	47.86	medium	47.4	0.38	TRUE	1
SFRS5	50.35	medium	50.1	0.55	TRUE	0.93
SFRS6	47.82	medium	47.36	0.4	TRUE	0.99
SFRS7	49.37	medium	49.05	0.46	TRUE	0.99
SFRS8	47.15	medium	46.63	0.36	TRUE	0.99
SFRS9	49.11	medium	48.79	0.48	TRUE	0.97
SFT2D3		non-melter		1.04	TRUE	0.39
SFXN1	52.61	medium	52.98	0.54	TRUE	1
SFXN2	49.95	medium	49.65	0.45	TRUE	0.99
SFXN3	51.02	medium	50.85	0.51	TRUE	0.99
SFXN4	50.59	medium	50.34	0.5	TRUE	0.99
SFXN5	51.07	medium	50.92	0.49	TRUE	1
SGK196	50.12	medium	49.86	0.48	TRUE	0.99
SGK3	46.87	non-stable	46.27	0.34	TRUE	1
SGMS1	50.99	medium	50.82	0.52	TRUE	1
SGPL1	50.94	medium	50.77	0.48	TRUE	1
SGPP1	52.03	medium	52.14	0.55	TRUE	0.96
SGSH		non-melter		0.75	TRUE	0.22
SGTA	50.27	medium	50.01	0.47	TRUE	1
SGTB	50.78	medium	50.57	0.49	TRUE	0.99
SH2D4A	47.31	medium	46.82	0.36	TRUE	1
SH3BGRL	51.46	medium	51.46	0.6	TRUE	0.96
SH3BGRL2	50.63	medium	50.4	0.48	TRUE	1
SH3BGRL3	50.32	medium	50.07	0.56	TRUE	0.96
SH3BP1	49.56	medium	49.24	0.44	TRUE	0.99
SH3BP4	46.44	non-stable	45.8	0.33	TRUE	0.99
SH3D19	47.38	medium	46.9	0.37	TRUE	1
SH3GL1	48.03	medium	47.61	0.39	TRUE	1
SH3GLB1	45.67	non-stable	44.82	0.31	TRUE	1
SH3GLB2	47.96	medium	47.52	0.39	TRUE	1
SH3KBP1	49.22	medium	48.89	0.44	TRUE	0.99
SH3PXD2A	46.02	non-stable	45.27	0.33	TRUE	1
SH3PXD2B	47.36	medium	46.88	0.36	TRUE	1
SHANK2	47.53	medium	47.08	0.37	TRUE	1
SHARPIN	47.98	medium	47.55	0.39	TRUE	1
SHC1	50.6	medium	50.36	0.51	TRUE	0.99
SHCBP1	46.78	non-stable	46.18	0.34	TRUE	1
SHMT1	50.85	stable	50.65	0.71	TRUE	0.78
SHMT2	52.32	stable	52.5	0.68	TRUE	0.89
SHOC2	50.32	medium	50.07	0.47	TRUE	0.99
SHPK	49.09	medium	48.77	0.44	TRUE	0.99
SHQ1	45.83	non-stable	44.99	0.32	TRUE	1
SHROOM1	47.78	medium	47.33	0.37	TRUE	1
SIAE		non-melter		0.71	TRUE	0.7
SIGMAR1		non-melter		0.78	TRUE	0.29
SIL1	52.1	medium	52.23	0.61	TRUE	0.99
SIMILAR TO PHOSPHOSERINE AMINOTRANSFERASE ISOFORM	51.94	medium	52.04	0.56	TRUE	0.99
SIN3A	45.85	non-stable	45.02	0.31	TRUE	1
SIN3B	45.35	non-stable	44.5	0.33	TRUE	0.99
SIP1	47.45	medium	47	0.4	TRUE	0.99
SIRPA		non-melter		0.74	TRUE	0.51
SIRT1	47.76	medium	47.31	0.37	TRUE	0.98
SIRT2	50.77	medium	50.55	0.48	TRUE	1
SIRT3	48.99	medium	48.66	0.41	TRUE	1
SIRT5	49.02	medium	48.7	0.42	TRUE	1
SKIV2L	47.93	medium	47.48	0.38	TRUE	1
SKIV2L2	50.7	medium	50.48	0.48	TRUE	0.97
SKP1	53.33	stable	54.88	0.67	TRUE	0.95
SKP2	42.53	non-stable	41.28	0.2	TRUE	1
SLAIN2	48.97	medium	48.64	0.61	TRUE	0.69
SLBP	47.38	medium	46.91	0.4	TRUE	0.99
SLC11A2		non-melter		0.79	TRUE	0.3
SLC12A2	51	medium	50.83	0.5	TRUE	1
SLC12A4	51.33	medium	51.28	0.5	TRUE	1
SLC12A6	50.73	medium	50.51	0.49	TRUE	0.99
SLC12A7	48.76	medium	48.4	0.41	TRUE	1
SLC12A9	50.34	medium	50.09	0.47	TRUE	0.99
SLC13A3		non-melter		0.82	TRUE	0.33
SLC15A4		non-melter		0.8	TRUE	0.23
SLC16A1		non-melter		0.75	TRUE	0.58
SLC16A10		non-melter		0.74	TRUE	0.43
SLC16A3		non-melter		0.86	TRUE	0.09
SLC17A5		non-melter		0.85	TRUE	0.22
SLC19A1		non-melter		0.79	TRUE	0.25
SLC19A2	52.95	stable	53.64	0.69	TRUE	0.73
SLC1A2		non-melter		0.73	TRUE	0.79
SLC1A4		non-melter		0.83	TRUE	0.1
SLC1A5		non-melter		1.04	TRUE	0.38
SLC20A1		non-melter		0.72	TRUE	0.68
SLC20A2		non-melter		0.84	TRUE	0.26
SLC22A23		non-melter		0.81	TRUE	0.35
SLC22A5	54.85	stable	58.66	0.66	TRUE	0.75
SLC23A2		non-melter		0.73	TRUE	0.51
SLC25A1	50.58	medium	50.33	0.55	TRUE	0.98
SLC25A10	50.95	medium	50.78	0.57	TRUE	0.99
SLC25A11	51.01	medium	50.84	0.59	TRUE	0.97
SLC25A12	52.02	medium	52.14	0.6	TRUE	1
SLC25A13	52.53	medium	52.86	0.58	TRUE	0.99
SLC25A15	51.92	stable	52.01	0.66	TRUE	0.81
SLC25A17	51	medium	50.83	0.57	TRUE	0.99
SLC25A19	51.29	medium	51.22	0.56	TRUE	0.98
SLC25A20	51.16	stable	51.04	0.72	TRUE	0.83
SLC25A21	50.88	medium	50.69	0.58	TRUE	0.97
SLC25A22	51.18	medium	51.07	0.54	TRUE	0.99
SLC25A24	52.58	medium	52.93	0.63	TRUE	0.91
SLC25A25	49.63	medium	49.29	0.48	TRUE	1
SLC25A26		non-melter		0.75	TRUE	0.24
SLC25A3	50.78	medium	50.57	0.6	TRUE	0.94
SLC25A33	52.06	medium	52.19	0.58	TRUE	0.99
SLC25A36	50.13	medium	49.88	0.55	TRUE	0.97
SLC25A4	47.65	medium	47.2	0.46	TRUE	0.98
SLC25A42	50.42	medium	50.18	0.52	TRUE	0.99
SLC25A46	51.68	medium	51.74	0.52	TRUE	1
SLC25A5	51.12	medium	51	0.58	TRUE	0.99
SLC25A6	51.3	medium	51.22	0.61	TRUE	0.98
SLC26A1	51.38	medium	51.34	0.53	TRUE	0.99
SLC26A6	52.22	medium	52.38	0.61	TRUE	0.95
SLC27A2	48.48	medium	48.1	0.41	TRUE	1
SLC27A4	47.86	medium	47.4	0.37	TRUE	1
SLC29A1		non-melter		1.06	TRUE	0.46
SLC29A3		non-melter		0.74	TRUE	0.76
SLC2A1		non-melter		0.82	TRUE	0.21
SLC2A10	51.31	medium	51.24	0.64	TRUE	0.77
SLC2A3		non-melter		1.02	TRUE	-0.03
SLC2A4	51.23	medium	51.13	0.6	TRUE	0.96
SLC2A9	51.03	medium	50.86	0.59	TRUE	0.96
SLC30A1		non-melter		0.75	TRUE	0.5
SLC30A10		non-melter		0.73	TRUE	0.46
SLC30A6	49.79	medium	49.46	0.44	TRUE	1
SLC30A7		non-melter		0.73	TRUE	0.85
SLC30A9	49.33	medium	49	0.44	TRUE	1
SLC31A1	47.91	medium	47.46	0.54	TRUE	0.85
SLC33A1	53.25	stable	54.64	0.7	TRUE	0.9
SLC35A1	51.83	stable	51.92	0.66	TRUE	0.83
SLC35B2		non-melter		0.84	TRUE	0.28
SLC35B3	51.03	medium	50.86	0.63	TRUE	0.95
SLC35B4	53.08	stable	54.14	0.66	TRUE	0.81
SLC35C1	52.32	stable	52.49	0.66	TRUE	0.89
SLC35D1	53.3	stable	54.72	0.72	TRUE	0.89
SLC35D2	50.24	medium	49.98	0.48	TRUE	0.99
SLC35E3	52.95	medium	53.65	0.59	TRUE	0.98
SLC37A3		non-melter		1.07	TRUE	0.44
SLC37A4		non-melter		0.84	TRUE	0.2
SLC38A1		non-melter		0.77	TRUE	0.68
SLC38A10	52.16	medium	52.29	0.64	TRUE	0.97
SLC38A2		non-melter		0.78	TRUE	0.12
SLC38A3		non-melter		0.73	TRUE	0.64
SLC38A4		non-melter		0.76	TRUE	0.4
SLC38A5	51.17	medium	51.04	0.6	TRUE	0.98
SLC39A10		non-melter		0.71	TRUE	0.48
SLC39A11		non-melter		0.68	TRUE	0.53
SLC39A14		non-melter		1.04	TRUE	0.26
SLC39A3		non-melter		0.75	TRUE	0.58
SLC39A5	52.33	stable	52.53	0.66	TRUE	0.67
SLC39A6	50.63	medium	50.39	0.61	TRUE	0.84
SLC39A7	51.04	medium	50.87	0.63	TRUE	0.86
SLC41A3	52.69	medium	53.08	0.59	TRUE	0.97
SLC43A1	50.19	medium	49.93	0.5	TRUE	0.99
SLC44A1		non-melter		1.06	TRUE	0.33
SLC44A2		non-melter		0.77	TRUE	0.4
SLC46A1	51.74	stable	51.81	0.66	TRUE	0.85
SLC47A1	50.64	medium	50.4	0.62	TRUE	0.9
SLC4A1AP	49.56	medium	49.24	0.47	TRUE	0.99
SLC4A2	50.95	medium	50.78	0.5	TRUE	1
SLC4A7	51.56	medium	51.56	0.54	TRUE	1
SLC5A3		non-melter		0.74	TRUE	0.38
SLC5A6		non-melter		1.02	TRUE	0
SLC5A9	52.72	stable	53.14	0.68	TRUE	0.59
SLC6A11	54.35	stable	57.32	0.68	TRUE	0.76
SLC6A6	52.74	stable	53.17	0.66	TRUE	0.82
SLC6A9	51.25	medium	51.15	0.64	TRUE	0.94
SLC7A1		non-melter		0.75	TRUE	0.45
SLC7A11		non-melter		0.89	TRUE	0.25
SLC7A2	50.7	medium	50.47	0.62	TRUE	0.86
SLC7A5		non-melter		0.89	TRUE	0.12
SLC7A6		non-melter		0.67	TRUE	0.61
SLC7A6OS	49.95	medium	49.64	0.53	TRUE	0.97
SLC9A3R1		non-melter		0.76	TRUE	0.58
SLC9A3R2	50.69	medium	50.46	0.63	TRUE	0.81
SLC9A8	50.84	medium	50.64	0.62	TRUE	0.94
SLCO2B1	50.31	medium	50.05	0.63	TRUE	0.87
SLK	49.17	medium	48.85	0.42	TRUE	1
SLMAP	48.02	medium	47.6	0.39	TRUE	1
SLTM	49.76	medium	49.42	0.49	TRUE	0.99
SMAD2	48.18	medium	47.79	0.4	TRUE	1
SMAD3	47.01	medium	46.47	0.39	TRUE	0.99
SMAD4	49.8	medium	49.47	0.44	TRUE	1
SMAD5	49.4	medium	49.07	0.44	TRUE	0.99
SMAP1	49.58	medium	49.24	0.44	TRUE	0.99
SMAP2	47.23	medium	46.74	0.36	TRUE	1
SMARCA1	45.98	non-stable	45.22	0.31	TRUE	1
SMARCA2	46.63	non-stable	46.02	0.34	TRUE	1
SMARCA4	46.07	non-stable	45.36	0.32	TRUE	1
SMARCA5	46.02	non-stable	45.28	0.32	TRUE	1
SMARCAD1	45.98	non-stable	45.22	0.32	TRUE	1
SMARCAL1	44.69	non-stable	43.84	0.28	TRUE	1
SMARCB1	47.27	medium	46.78	0.43	TRUE	0.98
SMARCC1	46.38	non-stable	45.7	0.33	TRUE	1
SMARCC2	46.61	non-stable	45.99	0.34	TRUE	1
SMARCD2	46.57	non-stable	45.93	0.34	TRUE	1
SMARCE1	46.48	non-stable	45.85	0.34	TRUE	1
SMC1A	50.4	medium	50.15	0.46	TRUE	1
SMC2	47.52	medium	47.08	0.36	TRUE	1
SMC3	50.05	medium	49.78	0.45	TRUE	1
SMC4	47.45	medium	47	0.36	TRUE	0.99
SMC5	48.74	medium	48.36	0.4	TRUE	1
SMC6	48.84	medium	48.49	0.42	TRUE	1
SMCHD1	45.66	non-stable	44.79	0.31	TRUE	1
SMCR7L	49.38	medium	49.05	0.43	TRUE	0.99
SMEK1	50.44	medium	50.19	0.48	TRUE	1
SMEK2	46.63	non-stable	46.01	0.34	TRUE	1
SMG1	47.75	medium	47.3	0.37	TRUE	0.99
SMG5	45.7	non-stable	44.86	0.3	TRUE	0.99
SMG6	46.63	non-stable	46.01	0.34	TRUE	1
SMG7	47.03	medium	46.49	0.36	TRUE	1
SMNDC1	50.77	stable	50.56	0.71	TRUE	0.61
SMOC1	51.21	stable	51.1	0.65	TRUE	0.87
SMPD2	48.35	medium	47.95	0.45	TRUE	0.99
SMPD4	47.28	medium	46.78	0.36	TRUE	1
SMPDL3A		non-melter		0.74	TRUE	0.86
SMS	53.64	medium	55.67	0.6	TRUE	0.97
SMU1	49.77	medium	49.43	0.44	TRUE	0.99
SMUG1	51.07	medium	50.92	0.48	TRUE	0.94
SMYD2	46.95	medium	46.39	0.36	TRUE	1
SMYD3	46.13	non-stable	45.44	0.33	TRUE	1
SMYD4	47.59	medium	47.14	0.42	TRUE	0.97
SMYD5	51.05	medium	50.88	0.5	TRUE	1
SNAP23		non-melter		0.83	TRUE	0.21
SNAP29	52.55	stable	52.88	0.68	TRUE	0.52
SND1	47.12	medium	46.6	0.35	TRUE	1
SNF8	49.83	medium	49.51	0.44	TRUE	1
SNRK	48.48	medium	48.1	0.41	TRUE	1
SNRNP200	47.78	medium	47.34	0.37	TRUE	0.99
SNRNP27	50.88	stable	50.69	0.71	TRUE	0.58
SNRNP40	50.36	medium	50.11	0.51	TRUE	0.98
SNRNP70	50.44	medium	50.19	0.48	TRUE	1
SNRPA	52.48	medium	52.79	0.64	TRUE	0.99
SNRPA1	51.31	medium	51.25	0.53	TRUE	0.99
SNRPB		non-melter		0.73	TRUE	0.59
SNRPB2	51.19	medium	51.08	0.52	TRUE	1
SNRPC	50.51	stable	50.26	0.68	TRUE	0.77
SNRPD1		non-melter		0.71	TRUE	0.54
SNRPD2	50.67	medium	50.43	0.62	TRUE	0.84
SNRPD3		non-melter		0.72	TRUE	0.66
SNRPE		non-melter		0.75	TRUE	0.56
SNRPF		non-melter		0.73	TRUE	0.64
SNTA1	47.46	medium	47.01	0.41	TRUE	0.99
SNTB1	47.61	medium	47.15	0.37	TRUE	1
SNTB2	46.95	medium	46.39	0.37	TRUE	1
SNUPN	48.52	medium	48.14	0.42	TRUE	0.99
SNW1	50.87	medium	50.69	0.57	TRUE	0.96
SNX1	49.73	medium	49.41	0.45	TRUE	1
SNX12	48.9	medium	48.55	0.43	TRUE	0.99
SNX14	47.11	medium	46.6	0.35	TRUE	1
SNX15	46.17	medium	45.47	0.35	TRUE	0.99
SNX17	46.86	medium	46.26	0.36	TRUE	1
SNX2	49.64	medium	49.3	0.44	TRUE	0.99
SNX21	46.54	medium	45.9	0.35	TRUE	0.99
SNX24	47.46	medium	47.02	0.37	TRUE	1
SNX27	45.87	non-stable	45.07	0.31	TRUE	1
SNX3	45.8	non-stable	44.97	0.32	TRUE	1
SNX30	49.11	medium	48.79	0.48	TRUE	0.99
SNX33	45.1	non-stable	44.24	0.29	TRUE	1
SNX4	47.32	medium	46.83	0.35	TRUE	1
SNX5	50.35	medium	50.11	0.47	TRUE	1
SNX6	50.12	medium	49.85	0.46	TRUE	1
SNX7	46.45	non-stable	45.81	0.33	TRUE	1
SNX8	52.05	medium	52.16	0.54	TRUE	1
SNX9	47.88	medium	47.42	0.38	TRUE	1
SOAT1	49.66	medium	49.33	0.43	TRUE	1
SOAT2	50.1	medium	49.82	0.45	TRUE	1
SOD1		non-melter		0.81	TRUE	0.28
SOD2		non-melter		0.88	TRUE	0.07
SON	45.9	non-stable	45.12	0.35	TRUE	0.99
SORBS1	50.71	medium	50.49	0.48	TRUE	1
SORBS2	50.74	medium	50.52	0.55	TRUE	0.96
SORBS3	47.18	medium	46.67	0.36	TRUE	1
SORD	53.14	medium	54.27	0.62	TRUE	0.96
SORL1	51.41	medium	51.4	0.61	TRUE	0.97
SORT1		non-melter		0.71	TRUE	0.8
SOS1	47.21	medium	46.71	0.37	TRUE	0.99
SOX13	45.01	non-stable	44.1	0.29	TRUE	1
SOX5	47.02	medium	46.48	0.38	TRUE	0.99
SOX9	50.33	medium	50.08	0.63	TRUE	0.72
SP1	50.81	medium	50.61	0.59	TRUE	0.94
SP100	48.75	medium	48.38	0.5	TRUE	0.98
SP4	51.97	stable	52.07	0.65	TRUE	0.67
SPAG1	50.6	medium	50.35	0.48	TRUE	0.99
SPAG5	45.91	non-stable	45.13	0.34	TRUE	1
SPAG7	51.47	stable	51.47	0.66	TRUE	0.89
SPAG9	49.27	medium	48.94	0.43	TRUE	1
SPARC	50.78	medium	50.56	0.61	TRUE	0.94
SPAST	47.61	medium	47.16	0.41	TRUE	1
SPATA20	49.62	medium	49.28	0.44	TRUE	1
SPATA5	49.5	medium	49.16	0.44	TRUE	1
SPATA5L1	47.27	medium	46.77	0.36	TRUE	0.99
SPC25	47.17	medium	46.66	0.36	TRUE	1
SPCS1	50.58	stable	50.33	0.69	TRUE	0.76
SPCS2	50.55	medium	50.3	0.48	TRUE	1
SPCS3	51.53	medium	51.53	0.54	TRUE	0.99
SPG11	46.68	medium	46.07	0.35	TRUE	1
SPG20	49.05	medium	48.72	0.43	TRUE	1
SPG7	48.82	medium	48.47	0.4	TRUE	0.99
SPHK1	50.48	medium	50.22	0.46	TRUE	1
SPIN1	50.11	medium	49.84	0.46	TRUE	1
SPIRE1	47.39	medium	46.91	0.36	TRUE	1
SPNS1		non-melter		0.69	TRUE	0.59
SPPL2B	51.24	medium	51.14	0.64	TRUE	0.95
SPR	51.95	medium	52.06	0.51	TRUE	1
SPRED2	48.43	medium	48.04	0.42	TRUE	0.99
SPRY1		non-melter		0.8	TRUE	0.14
SPRY4		non-melter		0.75	TRUE	0.51
SPRYD4	51.27	medium	51.19	0.51	TRUE	1
SPTAN1	51.56	medium	51.56	0.51	TRUE	1
SPTBN1	50.8	medium	50.59	0.48	TRUE	1
SPTLC1	49.51	medium	49.18	0.44	TRUE	1
SPTLC2	50.73	medium	50.51	0.47	TRUE	0.99
SPTLC3	49.04	medium	48.71	0.42	TRUE	0.99
SQLE	51.34	medium	51.29	0.5	TRUE	1
SQRDL	52.22	stable	52.37	0.68	TRUE	0.85
SQSTM1	49.3	medium	48.97	0.42	TRUE	0.99
SR140	46.62	non-stable	46	0.35	TRUE	1
SRA1	50.52	medium	50.26	0.49	TRUE	1
SRBD1	46.74	non-stable	46.13	0.35	TRUE	0.99
SRC	50.39	medium	50.14	0.46	TRUE	1
SRCAP	46.6	non-stable	45.98	0.34	TRUE	1
SRCRB4D	50.21	medium	49.97	0.51	TRUE	0.99
SRD5A3	49.95	medium	49.64	0.46	TRUE	0.99
SRFBP1		non-melter			FALSE	
SRGAP2	48.54	medium	48.15	0.42	TRUE	1
SRM	50.58	medium	50.33	0.48	TRUE	1
SRP09	50.24	medium	49.99	0.56	TRUE	0.96
SRP14	50.68	medium	50.45	0.6	TRUE	0.95
SRP19	48	medium	47.57	0.38	TRUE	0.99
SRP54	48.6	medium	48.22	0.4	TRUE	1
SRP68	48.29	medium	47.88	0.39	TRUE	1
SRP72	48.13	medium	47.72	0.38	TRUE	1
SRPK1	50.5	medium	50.25	0.47	TRUE	0.99
SRPK2	49.64	medium	49.3	0.46	TRUE	1
SRPR	48.75	medium	48.39	0.4	TRUE	1
SRPRB	48.06	medium	47.65	0.38	TRUE	1
SRRM1	48.19	medium	47.79	0.39	TRUE	0.99
SRRM2	46.7	medium	46.09	0.36	TRUE	1
SRXN1	48.65	medium	48.28	0.42	TRUE	1
SS18L1	46.29	non-stable	45.61	0.33	TRUE	1
SSB	48.73	medium	48.36	0.4	TRUE	1
SSBP1		non-melter		0.82	TRUE	0.24
SSR1	52.38	stable	52.61	0.66	TRUE	0.99
SSR3	50.61	stable	50.37	0.69	TRUE	0.92
SSR4	53.46	medium	55.32	0.58	TRUE	0.99
SSRP1	47.35	medium	46.87	0.37	TRUE	0.99
SSSCA1		non-melter		1.06	TRUE	0.36
SSU72	48.61	medium	48.24	0.48	TRUE	0.99
ST13	50.41	medium	50.16	0.46	TRUE	1
ST3GAL6	50.77	medium	50.56	0.51	TRUE	1
ST6GAL1	50.76	medium	50.55	0.49	TRUE	0.99
STAG1	50.44	medium	50.19	0.48	TRUE	1
STAG2	50.65	medium	50.41	0.48	TRUE	0.99
STAM	50.76	medium	50.54	0.48	TRUE	1
STAM2	49.62	medium	49.27	0.44	TRUE	1
STAMBP	47.16	medium	46.63	0.37	TRUE	1
STAP2	47.77	medium	47.32	0.37	TRUE	1
STARD10	48.52	medium	48.14	0.4	TRUE	1
STARD7	49.78	medium	49.45	0.44	TRUE	1
STAT1	45.7	non-stable	44.86	0.31	TRUE	1
STAT2	46.49	medium	45.86	0.36	TRUE	1
STAT3	47.93	medium	47.48	0.39	TRUE	1
STAT5B	46.59	medium	45.97	0.35	TRUE	1
