well_plate,IF main antibody location,IF additional antibody location
E11_6720,Nucleoplasm,Nucleoli
F11_6720,Intermediate filaments,
G11_6720,Nuclear speckles,
H11_6720,Golgi apparatus,Nucleoplasm;Cell Junctions
A12_6720,Plasma membrane,Nucleoplasm
B12_6720,Vesicles;Cytosol,
C12_6720,Nucleoplasm,Nucleoli fibrillar center;Vesicles
D12_6720,Vesicles,Nucleoplasm
E12_6720,Nucleoli,Nucleoplasm
F12_6720,Nucleoplasm,
G12_6720,Nucleoplasm;Nucleoli,Centriolar satellite
A01_6721,Vesicles,
B01_6721,Nucleoplasm,Cytosol
C01_6721,Plasma membrane;Cytosol,
D01_6721,Nucleoplasm;Cytosol,
E01_6721,Mitochondria,
F01_6721,Cytosol,
G01_6721,Nucleoplasm;Cytosol,
H01_6721,Mitochondria,Nucleoplasm
A02_6721,Cytosol,
B02_6721,Golgi apparatus,Nucleoplasm;Cytosol
C02_6721,Nucleoplasm,
D02_6721,Nucleoplasm,
E02_6721,Nucleoli,
F02_6721,Cytosol,
G02_6721,Nucleoplasm;Nuclear bodies;Plasma membrane;Cytosol,
H02_6721,Vesicles,Intermediate filaments
A03_6721,Cytosol,Nucleoplasm
B03_6721,Nucleoplasm;Cytosol,
C03_6721,Mitochondria,Nucleoplasm;Vesicles
D03_6721,Cytosol,
E03_6721,Nucleoplasm;Cytosol,
F03_6721,Actin filaments,Cytosol
G03_6721,Nucleoplasm;Cytosol,Nuclear bodies
H03_6721,Nucleoli;Nucleoli fibrillar center,
A04_6721,Nucleoli,Nucleoplasm;Vesicles
B04_6721,Nucleoplasm;Centrosome,
C04_6721,Mitochondria,
D04_6721,Mitochondria,Nucleoplasm
E04_6721,Nucleoplasm,
F04_6721,Nucleoli,Nucleoplasm
G04_6721,Nucleoplasm;Cytosol,
H04_6721,Cytosol,
A05_6721,Nucleoplasm;Cytosol,Golgi apparatus
B05_6721,Nucleoplasm,
C05_6721,Mitochondria,
D05_6721,Microtubules,Nucleoplasm
E05_6721,Mitochondria,Vesicles;Cytosol
F05_6721,Nucleoplasm;Nuclear membrane,
G05_6721,Mitochondria,
H05_6721,Cytosol,Nucleoplasm;Nuclear bodies;Plasma membrane
A06_6721,Nucleoplasm;Mitochondria,
B06_6721,Endoplasmic reticulum,
C06_6721,Nucleoli;Mitochondria,Cytosol
D06_6721,Mitochondria,Cytosol
E06_6721,Nucleoplasm;Plasma membrane;Cytosol,
F06_6721,Nucleoplasm;Vesicles,Cytosol
G06_6721,Centrosome,Vesicles;Cytosol
H06_6721,Cytosol,Nucleoplasm
A07_6721,Cytosol,
B07_6721,Intermediate filaments;Cytosol,Nucleoli;Microtubules
C07_6721,Nucleoplasm;Cytosol,
D07_6721,Nucleoli,
E07_6721,Mitochondria,
F07_6721,Nucleoli fibrillar center,Nucleoplasm
G07_6721,Nucleoli,Nucleoplasm
H07_6721,Cytosol,
A08_6721,Nucleoplasm;Nucleoli,Cytosol
B08_6721,Plasma membrane,Nucleoplasm
C08_6721,Nuclear membrane;Cytosol,
D08_6721,Nucleoplasm,
E08_6721,Golgi apparatus,
F08_6721,Nucleoplasm;Mitochondria,
G08_6721,Mitochondria,Nucleoplasm
H08_6721,Nuclear speckles;Intermediate filaments,
A09_6721,Endoplasmic reticulum;Cytosol,
B09_6721,Mitochondria,Nucleoplasm
C09_6721,Cytosol,
D09_6721,Endoplasmic reticulum,
E09_6721,Vesicles,Nucleoplasm
F09_6721,Endoplasmic reticulum,
G09_6721,Nucleoplasm,Nuclear bodies
H09_6721,Vesicles,
A10_6721,Nucleoplasm,Nuclear bodies;Cytosol
B10_6721,Cytosol,
C10_6721,Nucleoplasm;Nucleoli,Cell Junctions
D10_6721,Vesicles,
E10_6721,Golgi apparatus;Cytosol,
F10_6721,Mitochondria,Nucleoplasm
G10_6721,Mitochondria,Nucleoli
H10_6721,Endoplasmic reticulum,
A11_6721,Nucleoplasm,
B11_6721,Nuclear bodies,Nucleoplasm;Centrosome
C11_6721,Nucleoplasm;Cytosol,
D11_6721,Vesicles;Lipid droplets,
E11_6721,Plasma membrane,Nucleoplasm
F11_6721,Nucleoplasm,
G11_6721,Mitochondria,Nucleoplasm
H11_6721,Vesicles,Centrosome
A12_6721,Nucleoplasm;Nucleoli,
B12_6721,Nucleoplasm,Vesicles
C12_6721,Vesicles,
D12_6721,Intermediate filaments,
E12_6721,Vesicles,Nucleoplasm
F12_6721,Cytosol,
G12_6721,Golgi apparatus,Nucleoli;Peroxisomes
A01_6722,Nucleoplasm;Nuclear bodies,
B01_6722,Nucleoli;Mitochondria,
C01_6722,Cytosol,
D01_6722,Mitochondria,
E01_6722,Actin filaments;Focal adhesion sites,
F01_6722,Cytosol,
G01_6722,Cytosol,Golgi apparatus;Rods & Rings
H01_6722,Cytosol,
A02_6722,Vesicles,
B02_6722,Plasma membrane;Cytosol,
C02_6722,Mitochondria,
D02_6722,Endoplasmic reticulum,
E02_6722,Vesicles,
F02_6722,Vesicles,Nucleoplasm
G02_6722,Vesicles,
H02_6722,Nucleoplasm;Actin filaments,
A03_6722,Nucleoplasm;Cytosol,
B03_6722,Peroxisomes,
C03_6722,Cytosol,
D03_6722,Cytosol,
E03_6722,Cytosol,
F03_6722,Centrosome,Cytosol
G03_6722,Lipid droplets,
H03_6722,Cytosol,
A04_6722,Nucleoplasm,
B04_6722,Peroxisomes,
C04_6722,Cytosol,
D04_6722,Nucleoplasm;Golgi apparatus,Cytosol
E04_6722,Mitochondria,
F04_6722,Cytosol,Nucleoli
G04_6722,Nucleoli;Microtubules,
H04_6722,Mitochondria,
A05_6722,Nuclear speckles;Cytosol,
B05_6722,Mitochondria,
C05_6722,Plasma membrane;Cytosol,Nucleoplasm
D05_6722,Nucleoplasm,Mitochondria
E05_6722,Cytosol,
F05_6722,Nucleoplasm,Cytosol
G05_6722,Endoplasmic reticulum,Cytosol
H05_6722,Cytosol,Nucleoli
A06_6722,Nucleoplasm,Vesicles
B06_6722,Nuclear speckles,
C06_6722,Plasma membrane;Cytosol,Nucleoplasm
D06_6722,Nucleoplasm;Centriolar satellite,
E06_6722,Nucleoplasm,
F06_6722,Nucleoplasm,Cytosol
G06_6722,Cytosol,Actin filaments
H06_6722,Golgi apparatus;Cytosol,
A07_6722,Nucleoli,Nucleoplasm
B07_6722,Vesicles,Centrosome
C07_6722,Cytosol,
D07_6722,Nucleoplasm,Nuclear bodies
E07_6722,Nucleoplasm;Cytosol,
F07_6722,Vesicles,
G07_6722,Vesicles,
H07_6722,Nucleoplasm,Centrosome
A08_6722,Nucleoplasm,Nuclear bodies;Vesicles
B08_6722,Mitochondria,
C08_6722,Vesicles,
D08_6722,Nucleoplasm,
E08_6722,Nucleoplasm,Cytosol
F08_6722,Nucleoplasm,
G08_6722,Endoplasmic reticulum,Nuclear bodies
H08_6722,Endoplasmic reticulum,
A09_6722,Nucleoplasm;Cytosol,
B09_6722,Vesicles,
C09_6722,Cell Junctions;Focal adhesion sites,Nucleoplasm;Cytosol
D09_6722,Centriolar satellite;Cytosol,
E09_6722,Plasma membrane,
F09_6722,Lipid droplets,
G09_6722,Cytosol,
H09_6722,Nucleoplasm,
A10_6722,Nucleoplasm,
B10_6722,Nucleoplasm,
C10_6722,Vesicles,
D10_6722,Nucleoplasm;Nuclear bodies,
E10_6722,Mitochondria,
F10_6722,Vesicles,
G10_6722,Vesicles,Nucleoli fibrillar center
H10_6722,Nucleoplasm,
A11_6722,Mitochondria,
B11_6722,Cytosol,
C11_6722,Lipid droplets,
D11_6722,Mitochondria,
E11_6722,Centrosome,Cytosol
F11_6722,Cytosol,
G11_6722,Nucleoplasm,Cytosol
H11_6722,Nuclear speckles;Cytosol,Nucleoli
A12_6722,Mitochondria,
B12_6722,Endoplasmic reticulum,
C12_6722,Endoplasmic reticulum,
D12_6722,Plasma membrane;Cytosol,Endoplasmic reticulum
E12_6722,Nucleoli fibrillar center;Cytosol,
F12_6722,Nucleoplasm;Vesicles,
G12_6722,Nucleoplasm;Nucleoli,Vesicles
A01_6724,Vesicles,
B01_6724,Mitochondria,Cytosol
C01_6724,Golgi apparatus;Plasma membrane;Cytosol,
D01_6724,Nucleoli,Vesicles
E01_6724,Cytosol,
F01_6724,Cytosol,
G01_6724,Nucleoplasm,
H01_6724,Cytosol,
A02_6724,Nucleoplasm,
B02_6724,Nucleoplasm,
C02_6724,Nucleoplasm;Nuclear membrane,Plasma membrane
D02_6724,Endoplasmic reticulum,
E02_6724,Nucleoplasm,Cytosol
F02_6724,Vesicles,Nucleoplasm;Centrosome
G02_6724,Vesicles,
H02_6724,Mitochondria,
A03_6724,Vesicles,
B03_6724,Cytosol,Nuclear bodies
C03_6724,Nucleoplasm;Nuclear bodies,Cytokinetic bridge
D03_6724,Nucleoplasm;Cytosol,Mitochondria
E03_6724,Nucleoplasm;Cytosol,
F03_6724,Vesicles;Plasma membrane;Cell Junctions,Intermediate filaments;Aggresome
G03_6724,Mitochondria,
H03_6724,Plasma membrane;Cytosol,
A04_6724,Centrosome,Intermediate filaments
B04_6724,Endoplasmic reticulum,Vesicles
C04_6724,Nucleoplasm;Mitochondria,Cytosol
D04_6724,Vesicles,
E04_6724,Cytosol,
F04_6724,Cytosol,Nucleoli
G04_6724,Nucleoplasm,Plasma membrane;Cytosol
H04_6724,Vesicles,
A05_6724,Nucleoplasm,
B05_6724,Intermediate filaments,
C05_6724,Cytosol,
D05_6724,Vesicles,
E05_6724,Nucleoplasm,
F05_6724,Cytosol,Nucleoplasm;Nuclear speckles
G05_6724,Nuclear bodies,
H05_6724,Nucleoplasm,
A06_6724,Nucleoli;Nucleoli fibrillar center,Cytosol
B06_6724,Vesicles,Golgi apparatus;Cytosol
C06_6724,Microtubules,Vesicles
D06_6724,Mitochondria,
E06_6724,Nucleoplasm,
F06_6724,Mitochondria,Cytosol
G06_6724,Mitochondria,
H06_6724,Cytosol,
A07_6724,Mitochondria,
B07_6724,Mitochondria,Cytosol
C07_6724,Mitochondria,
D07_6724,Cytosol,
E07_6724,Nucleoplasm;Cytosol,
F07_6724,Cytosol,
G07_6724,Mitochondria,
H07_6724,Mitochondria,Endoplasmic reticulum
A08_6724,Nucleoplasm,Vesicles
B08_6724,Mitochondria,
C08_6724,Plasma membrane,Cytosol
D08_6724,Nucleoplasm,Golgi apparatus
E08_6724,Vesicles,
F08_6724,Mitochondria,
G08_6724,Nucleoplasm;Cytosol,
H08_6724,Cytosol,
A09_6724,Nucleoplasm;Mitochondria,
B09_6724,Nuclear membrane;Mitochondria,
C09_6724,Mitochondria,
D09_6724,Cytosol,
E09_6724,Cytosol,
F09_6724,Mitochondria,Nucleoplasm
G09_6724,Mitochondria,
H09_6724,Cytosol,
A10_6724,Nucleoplasm;Centriolar satellite;Cytosol,Vesicles
B10_6724,Mitochondria,Vesicles
C10_6724,Microtubules,Nucleoli
D10_6724,Cytosol,
E10_6724,Nucleoli;Mitochondria,Nucleoplasm
F10_6724,Mitochondria,
G10_6724,Endoplasmic reticulum,
H10_6724,Mitochondria,Nucleoplasm
A11_6724,Cytosol,
B11_6724,Nucleoplasm,
C11_6724,Mitochondria,
D11_6724,Mitochondria,Nucleoplasm
E11_6724,Cytosol,
F11_6724,Lipid droplets,
G11_6724,Mitochondria,
H11_6724,Cytosol,
A12_6724,Mitochondria,
B12_6724,Mitochondria,
C12_6724,Mitochondria,Nucleoplasm
D12_6724,Mitochondria,Cytosol
E12_6724,Plasma membrane,Nucleoplasm
F12_6724,Vesicles;Cytosol,
G12_6724,Nuclear bodies;Mitochondria,Nuclear membrane;Cell Junctions
A01_6725,Plasma membrane,
B01_6725,Cytosol,Nucleoplasm
C01_6725,Nucleoplasm,
D01_6725,Cytosol,
E01_6725,Nucleoplasm,Cytosol
F01_6725,Cytosol,
G01_6725,Nucleoplasm,
H01_6725,Mitochondria,
A02_6725,Mitochondria,Nucleoplasm
B02_6725,Cytosol,
C02_6725,Cytosol,
D02_6725,Intermediate filaments,
E02_6725,Nucleoplasm;Vesicles,Cytosol
F02_6725,Nucleoplasm,Plasma membrane;Cytosol
G02_6725,Nuclear bodies,
H02_6725,Nucleoli;Cytosol,Nucleoplasm
A03_6725,Nucleoplasm;Golgi apparatus;Vesicles,
B03_6725,Cytosol,Nucleoplasm
C03_6725,Nuclear speckles,
D03_6725,Nuclear speckles,
E03_6725,Nuclear speckles,Cytosol
F03_6725,Cytosol,Plasma membrane
G03_6725,Mitochondria,
H03_6725,Endoplasmic reticulum,
A04_6725,Nucleoplasm;Cytosol,
B04_6725,Vesicles,
C04_6725,Endoplasmic reticulum,Nuclear bodies
D04_6725,Nucleoplasm,
E04_6725,Endoplasmic reticulum,Cytosol
F04_6725,Mitochondria,
G04_6725,Nucleoplasm,
H04_6725,Cytosol,
A05_6725,Cytosol,Plasma membrane
B05_6725,Mitochondria;Cytosol,
C05_6725,Nucleoplasm,Cytosol
D05_6725,Vesicles,
E05_6725,Nucleoplasm,Plasma membrane
F05_6725,Nucleoplasm,
G05_6725,Mitochondria,
H05_6725,Nucleoplasm,Cytosol
A06_6725,Mitochondria,Nucleoplasm
B06_6725,,
C06_6725,Plasma membrane,
D06_6725,Nucleoplasm,
E06_6725,Nucleoplasm,
F06_6725,Mitochondria,
G06_6725,Cytosol,Actin filaments
H06_6725,Nuclear speckles,
A07_6725,Nucleoplasm,Intermediate filaments
B07_6725,Vesicles,
C07_6725,Nucleoplasm,
D07_6725,Nucleoplasm;Nucleoli;Cytosol,Plasma membrane
E07_6725,Cytosol,Nucleoplasm
F07_6725,Nucleoplasm,
G07_6725,Nucleoplasm,Mitochondria
H07_6725,Cytosol,Mitochondria
A08_6725,Nucleoplasm,
B08_6725,Plasma membrane,Intermediate filaments
C08_6725,Vesicles,
D08_6725,Mitochondria,
E08_6725,,
F08_6725,Nucleoplasm,
G08_6725,Nucleoplasm,
H08_6725,Nucleoplasm,Nucleoli
A09_6725,Cytosol,
B09_6725,Vesicles,
C09_6725,Nucleoplasm,Cell Junctions
D09_6725,Cytosol,
E09_6725,Vesicles,
F09_6725,Vesicles,
G09_6725,Nuclear speckles,Nucleoli;Cytosol
H09_6725,Nucleoplasm,Mitochondria
A10_6725,Nucleoplasm,
B10_6725,Cytosol,
C10_6725,Nucleoplasm,
D10_6725,Nucleoplasm,Cytosol
E10_6725,Vesicles,
F10_6725,Nucleoplasm,Cytosol
G10_6725,Nucleoplasm;Vesicles;Plasma membrane,
H10_6725,Nucleoplasm,
A11_6725,Mitochondria,
B11_6725,Nucleoplasm,Cytosol
C11_6725,Nucleoplasm,Nucleoli
D11_6725,Nucleoli,
E11_6725,Nucleoplasm,
F11_6725,Vesicles,
G11_6725,Nucleoplasm,Cytosol
H11_6725,Mitochondria,
A12_6725,Nucleoplasm;Vesicles,Cytosol
B12_6725,Endoplasmic reticulum,
C12_6725,Golgi apparatus,
D12_6725,Vesicles,
E12_6725,Golgi apparatus,
F12_6725,Mitochondria,
G12_6725,Nuclear speckles,Vesicles
A01_6731,Vesicles,
B01_6731,Mitochondria,Cytosol
C01_6731,Cytosol,Nucleoplasm
D01_6731,Plasma membrane,
E01_6731,Cytosol,Nucleoplasm
F01_6731,Nucleoplasm;Cytosol,
G01_6731,Cytosol,
H01_6731,Vesicles,
A02_6731,Nucleoplasm;Cytosol,
B02_6731,Nucleoplasm;Cytosol,Nucleoli
C02_6731,Plasma membrane,Nucleoplasm;Cell Junctions
D02_6731,Cytosol,
E02_6731,Vesicles,Golgi apparatus
F02_6731,Mitochondria,
G02_6731,Nucleoplasm,Mitochondria;Cytosol
H02_6731,Golgi apparatus,
A03_6731,Mitochondria,Vesicles
B03_6731,Plasma membrane;Cytosol,
C03_6731,Nucleoplasm;Cytosol,
D03_6731,Plasma membrane;Cytosol,
E03_6731,Cytosol,Golgi apparatus;Plasma membrane
F03_6731,Nucleoplasm,Vesicles
G03_6731,Nucleoplasm,Nucleoli
H03_6731,Plasma membrane;Cytosol,Vesicles
A04_6731,Cytosol,
B04_6731,Nucleoplasm,
C04_6731,Nucleoplasm;Cytosol,Intermediate filaments
D04_6731,Cytosol,Intermediate filaments;Actin filaments
E04_6731,Mitochondria;Cytosol,Intermediate filaments
F04_6731,Cytosol,
G04_6731,Nucleoplasm;Cytosol,
H04_6731,Cytosol,Plasma membrane
A05_6731,Nucleoplasm,Mitochondria;Cytosol
B05_6731,Nucleoplasm;Cytosol,
C05_6731,Plasma membrane;Cell Junctions,Cytosol
D05_6731,Plasma membrane;Cytosol,Nucleoplasm
E05_6731,Vesicles,
F05_6731,Nucleoplasm,Plasma membrane;Cytosol
G05_6731,Mitochondria,Nucleoplasm
H05_6731,Golgi apparatus,Nucleoplasm
A06_6731,Cytosol,
B06_6731,Endoplasmic reticulum,
C06_6731,Mitochondria,Nucleoplasm
D06_6731,Mitochondria,Plasma membrane;Cytosol
E06_6731,Cell Junctions,
F06_6731,Cytosol,Actin filaments
G06_6731,Nucleoplasm;Nucleoli,Nuclear bodies
H06_6731,Nuclear bodies,Mitochondria;Cytosol
A07_6731,Nucleoplasm;Vesicles,Nucleoli
B07_6731,Nucleoplasm;Cytosol,Actin filaments
C07_6731,Cytosol,Nucleoplasm
D07_6731,Nucleoplasm;Nucleoli,
E07_6731,Mitochondria,Nucleoplasm;Plasma membrane
F07_6731,Mitochondria,
G07_6731,Nucleoplasm;Cytosol,
H07_6731,Plasma membrane;Cytosol,Nucleoplasm
A08_6731,Nucleoplasm,
B08_6731,Mitochondria,
C08_6731,Cytosol,
D08_6731,Cytosol,
E08_6731,Mitochondria,
F08_6731,Cytosol,
G08_6731,Plasma membrane;Mitochondria,
H08_6731,Cytosol,
A09_6731,Nucleoplasm,
B09_6731,Nucleoplasm,Cytosol
C09_6731,Nuclear membrane,Cytosol
D09_6731,Nucleoplasm,
E09_6731,Nucleoplasm,Golgi apparatus;Vesicles
F09_6731,Nuclear speckles,
G09_6731,Plasma membrane,Nucleoplasm
H09_6731,Golgi apparatus;Vesicles,
A10_6731,Nucleoli;Actin filaments,Nucleoplasm;Cytosol
B10_6731,Microtubules,Vesicles
C10_6731,Cytosol,
D10_6731,Golgi apparatus,Nucleoplasm
E10_6731,Nuclear membrane,Nucleoplasm;Vesicles
F10_6731,Nucleoplasm;Vesicles,
G10_6731,Mitochondria,
H10_6731,Vesicles,
A11_6731,Nucleoli,Mitochondria
B11_6731,Endoplasmic reticulum,
C11_6731,Golgi apparatus,
D11_6731,Nuclear bodies,
E11_6731,Mitochondria,
F11_6731,Vesicles,
G11_6731,Vesicles,Nucleoplasm
H11_6731,Mitochondria,Plasma membrane
A12_6731,Cell Junctions,Vesicles
B12_6731,Cytosol,
C12_6731,Plasma membrane,Centriolar satellite
D12_6731,Mitochondria,Nuclear bodies
E12_6731,Mitochondria,
F12_6731,Vesicles,
G12_6731,Cytosol,
A01_6734,Endoplasmic reticulum,Lipid droplets
B01_6734,Cytosol,
C01_6734,Cytosol,
D01_6734,Golgi apparatus,Nuclear bodies
E01_6734,Nucleoplasm;Cytosol,Nuclear membrane
F01_6734,Cytosol,
G01_6734,Nucleoplasm,
H01_6734,Mitochondria,Nucleoplasm
A02_6734,Cytosol,
B02_6734,Mitochondria,Nucleoplasm;Nuclear bodies;Cytosol
C02_6734,Cytosol,
D02_6734,Cytosol,
E02_6734,Cytosol,
F02_6734,Endoplasmic reticulum,
G02_6734,Nucleoplasm,Vesicles;Cytosol
H02_6734,Mitochondria,
A03_6734,Vesicles,Nucleoplasm
B03_6734,Nucleoplasm,
C03_6734,Mitochondria,
D03_6734,Nucleoli,
E03_6734,Nucleoplasm,
F03_6734,Cytosol,
G03_6734,Nucleoplasm,Nucleoli
H03_6734,Cytosol,
A04_6734,Nucleoplasm,Cytosol
B04_6734,Endoplasmic reticulum,
C04_6734,Cytosol,Mitochondria
D04_6734,Cytosol,
E04_6734,Nucleoplasm;Nucleoli,Cytosol
F04_6734,Cytosol,
G04_6734,Mitochondria,Nucleoplasm
H04_6734,Nucleoplasm;Centrosome;Cytosol,
A05_6734,Nucleoplasm,Cytosol
B05_6734,Mitochondria,Nucleoplasm;Plasma membrane
C05_6734,Nucleoplasm,Microtubules
D05_6734,Nucleoplasm,Cytosol
E05_6734,Endoplasmic reticulum,
F05_6734,Nucleoplasm,Nucleoli;Cytosol
G05_6734,Mitochondria,Cytosol
H05_6734,Cytosol,
A06_6734,Endoplasmic reticulum,Nucleoplasm
B06_6734,Nucleoplasm,Cytosol
C06_6734,Vesicles;Cytoplasmic bodies,Cytosol
D06_6734,Cytosol,Nucleoplasm
E06_6734,Mitochondria,
F06_6734,Mitochondria,
G06_6734,Plasma membrane;Cytosol,
H06_6734,Vesicles,Nucleoplasm
A07_6734,Focal adhesion sites;Cytosol,Mitochondria
B07_6734,Mitochondria,
C07_6734,Nucleoplasm;Centrosome,
D07_6734,Nucleoplasm,
E07_6734,Nucleoplasm;Cytosol,
F07_6734,Nucleoplasm,
G07_6734,Cytosol,
H07_6734,Nucleoli,Vesicles
A08_6734,Nucleoplasm;Cytosol,
B08_6734,Nucleoplasm,Cytosol
C08_6734,Mitochondria,Nucleoplasm
D08_6734,Cytosol,
E08_6734,Nucleoplasm,Nuclear bodies;Cytosol
F08_6734,Vesicles,Focal adhesion sites
G08_6734,Golgi apparatus,Nucleoplasm;Vesicles
H08_6734,Nucleoli;Vesicles,
A09_6734,Mitochondria,
B09_6734,Nucleoplasm,
C09_6734,Cytosol,Nucleoplasm
D09_6734,Mitochondria,
E09_6734,Nucleoplasm;Cytosol,
F09_6734,Peroxisomes,Nucleoplasm
G09_6734,Mitochondria,
H09_6734,Nucleoplasm,
A10_6734,Cytosol,Nucleoplasm
B10_6734,Nucleoplasm,
C10_6734,Nucleoplasm,
D10_6734,Nucleoplasm,Cytosol
E10_6734,Mitochondria,Cytosol
F10_6734,Nucleoplasm,
G10_6734,Nucleoplasm,
H10_6734,Cytosol,
A11_6734,Cytosol,Nucleoli
B11_6734,Mitochondria,
C11_6734,Nucleoplasm,Mitochondria;Cytosol
D11_6734,Endoplasmic reticulum,
E11_6734,Endoplasmic reticulum,
F11_6734,Mitochondria,
G11_6734,Mitochondria,
H11_6734,Nucleoplasm,
A12_6734,Endoplasmic reticulum,
B12_6734,Nucleoplasm;Cytosol,
C12_6734,Vesicles,
D12_6734,Nucleoplasm,Cell Junctions
E12_6734,Mitochondria,
F12_6734,Nucleoplasm;Cytosol,Centrosome
G12_6734,Cytosol,
A01_6735,Mitochondria,
B01_6735,Nucleoplasm,Nuclear bodies
C01_6735,Cytosol,Nucleoplasm;Nuclear membrane;Nucleoli
D01_6735,Cytosol,
E01_6735,Nucleoplasm,Cytosol
F01_6735,Vesicles,Nucleoplasm;Cytosol
G01_6735,Mitochondria,
H01_6735,Cytosol,
A02_6735,Cytosol,
B02_6735,Cytosol,Plasma membrane
C02_6735,Nucleoplasm,Nuclear bodies
D02_6735,Nucleoplasm;Vesicles,
E02_6735,Nucleoplasm;Cytosol,
F02_6735,Nuclear bodies,Nucleoplasm
G02_6735,Nucleoplasm,
H02_6735,Nucleoplasm,Cytoplasmic bodies
A03_6735,Vesicles,
B03_6735,Nucleoplasm,
C03_6735,Nuclear bodies,Nucleoplasm;Focal adhesion sites
D03_6735,Mitochondria,
E03_6735,Vesicles,
F03_6735,Nucleoplasm;Cytosol,
G03_6735,Nucleoplasm;Plasma membrane;Cytosol,
H03_6735,Nucleoplasm,Mitotic chromosome
A04_6735,Cytosol,
B04_6735,Plasma membrane;Cytosol,Golgi apparatus
C04_6735,Mitochondria;Cytosol,
D04_6735,Golgi apparatus,
E04_6735,Cytosol,
F04_6735,Cytosol,
G04_6735,Vesicles,
H04_6735,Vesicles,
A05_6735,Mitochondria,
B05_6735,Endoplasmic reticulum,
C05_6735,Nuclear bodies,
D05_6735,Golgi apparatus;Cytosol,
E05_6735,Cytosol,Nucleoplasm
F05_6735,Mitochondria,
G05_6735,Plasma membrane,
H05_6735,Mitochondria,
A06_6735,Cytosol,
B06_6735,Mitochondria,
C06_6735,Nucleoplasm;Mitochondria,Cytosol
D06_6735,Cytosol,
E06_6735,Cytosol,
F06_6735,Cytosol,
G06_6735,Mitochondria,
H06_6735,Nucleoplasm,
A07_6735,Endoplasmic reticulum,
B07_6735,Nucleoplasm;Cytosol,Nucleoli fibrillar center
C07_6735,Nuclear bodies,
D07_6735,Cytosol,Golgi apparatus
E07_6735,Golgi apparatus,Endoplasmic reticulum
F07_6735,Cytosol,Mitochondria
G07_6735,Nucleoplasm;Vesicles;Plasma membrane,
H07_6735,Golgi apparatus,
A08_6735,Mitochondria,Nucleoli
B08_6735,Cytosol,
C08_6735,Vesicles,
D08_6735,Plasma membrane;Cytosol,Nucleoplasm
E08_6735,Golgi apparatus,Vesicles
F08_6735,Vesicles;Plasma membrane,
G08_6735,Cytosol,
H08_6735,Plasma membrane,Actin filaments
A09_6735,Cytosol,
B09_6735,Nucleoplasm;Cytosol,
C09_6735,Nucleoplasm;Cytosol,Centrosome
D09_6735,Mitochondria,
E09_6735,Vesicles,Nuclear speckles
F09_6735,Nuclear bodies;Cytosol,
G09_6735,Nucleoplasm;Vesicles,
H09_6735,Mitochondria,
A10_6735,Nucleoplasm,
B10_6735,Plasma membrane,
C10_6735,Mitochondria,Cytosol
D10_6735,Plasma membrane,Nucleoplasm
E10_6735,Golgi apparatus;Centrosome,Nuclear bodies;Cytosol
F10_6735,Golgi apparatus,
G10_6735,Nucleoplasm,Cytosol
H10_6735,Centrosome;Cytosol,
A11_6735,Plasma membrane,Nucleoplasm
B11_6735,Nuclear bodies,Nucleoplasm;Cytosol
C11_6735,Nucleoplasm,
D11_6735,Nucleoplasm,
E11_6735,Cytosol,
F11_6735,Nucleoplasm,Cytosol
G11_6735,Plasma membrane;Cytosol,
H11_6735,Cytosol,Nucleoplasm;Vesicles
A12_6735,Vesicles,
B12_6735,Nucleoplasm,
C12_6735,Cytosol,
D12_6735,Plasma membrane,
E12_6735,Nuclear bodies,Vesicles
F12_6735,Plasma membrane,
G12_6735,Nucleoplasm;Cytosol,
A01_6736,Nucleoplasm,Vesicles
B01_6736,Nucleoplasm,
C01_6736,Nuclear bodies,Cytosol
D01_6736,Cytosol,
E01_6736,Vesicles;Cytosol,
F01_6736,Nucleoplasm;Centrosome;Cytosol,
G01_6736,Nucleoplasm,Nuclear speckles;Golgi apparatus;Cytosol
H01_6736,Nucleoplasm;Nuclear bodies,Midbody ring
A02_6736,Nuclear bodies,Nucleoplasm
B02_6736,Endoplasmic reticulum,Nucleoplasm
C02_6736,Plasma membrane;Centriolar satellite,
D02_6736,Vesicles,
E02_6736,Centrosome,Cytosol
F02_6736,Lipid droplets,
G02_6736,Nucleoplasm;Cytosol,
H02_6736,Intermediate filaments,
A03_6736,Endoplasmic reticulum,
B03_6736,Nucleoplasm,Nucleoli
C03_6736,Nucleoplasm;Plasma membrane;Cytosol,
D03_6736,Nuclear speckles;Plasma membrane,
E03_6736,Nucleoplasm;Cytosol,
F03_6736,Nucleoli,Nucleoplasm
G03_6736,Mitochondria,Nucleoplasm
H03_6736,Cytoplasmic bodies,
A04_6736,Nucleoli fibrillar center;Plasma membrane,
B04_6736,Cytosol,
C04_6736,Nuclear bodies;Cytosol,
D04_6736,Mitochondria,
E04_6736,Cytosol,
F04_6736,Nucleoplasm;Nucleoli fibrillar center,
G04_6736,Plasma membrane,
H04_6736,Nuclear speckles,Cytosol
A05_6736,Endoplasmic reticulum,Cytosol
B05_6736,Cytosol,
C05_6736,Nucleoplasm;Cytosol,Golgi apparatus
D05_6736,,
E05_6736,Golgi apparatus,Nuclear membrane;Focal adhesion sites
F05_6736,Peroxisomes,Nucleoli
G05_6736,Cytosol,
H05_6736,Endoplasmic reticulum,
A06_6736,Golgi apparatus;Vesicles,Nuclear speckles;Cytosol
